seed	modeltype	epochs	datasetindex	nsites	true_pos	true_neg	false_pos	false_neg	distance
15	dbm	1310	3	5	438	68	432	62	3
15	dbm	1310	3	5	477	24	476	23	5
15	dbm	1310	3	5	485	14	486	15	6
15	dbm	1310	3	5	497	3	497	3	8
15	dbm	1310	3	5	498	2	498	2	10
15	dbm	1770	4	5	288	199	301	212	0
15	dbm	1770	4	5	493	6	494	7	2
15	dbm	1770	4	5	497	2	498	3	3
15	dbm	1770	4	5	499	2	498	1	5
15	dbm	1770	4	5	499	2	498	1	6
15	dbm	1770	4	5	499	0	500	1	8
15	dbm	1770	4	5	499	0	500	1	10
15	dbm	1590	5	5	272	213	287	228	0
15	dbm	1590	5	5	406	92	408	94	2
15	dbm	1590	5	5	445	65	435	55	3
15	dbm	1590	5	5	466	36	464	34	5
15	dbm	1590	5	5	474	27	473	26	6
15	dbm	1590	5	5	493	10	490	7	8
15	dbm	1590	5	5	500	1	499	0	10
7	dbm	1810	6	5	55	453	47	445	0
7	dbm	1810	6	5	190	324	176	310	2
7	dbm	1810	6	5	248	261	239	252	3
7	dbm	1810	6	5	382	128	372	118	5
7	dbm	1810	6	5	431	73	427	69	6
7	dbm	1810	6	5	486	13	487	14	8
7	dbm	1810	6	5	497	2	498	3	10
8	dbm	1930	7	5	142	363	137	358	0
8	dbm	1930	7	5	305	210	290	195	2
8	dbm	1930	7	5	350	171	329	150	3
8	dbm	1930	7	5	421	92	408	79	5
8	dbm	1930	7	5	449	60	440	51	6
8	dbm	1930	7	5	483	22	478	17	8
8	dbm	1930	7	5	499	2	498	1	10
3	dbm	1830	8	5	291	227	273	209	0
3	dbm	1830	8	5	393	118	382	107	2
3	dbm	1830	8	5	411	101	399	89	3
3	dbm	1830	8	5	428	93	407	72	5
3	dbm	1830	8	5	430	90	410	70	6
3	dbm	1830	8	5	438	82	418	62	8
3	dbm	1830	8	5	444	75	425	56	10
6	dbm	1730	9	5	467	34	466	33	0
6	dbm	1730	9	5	492	20	480	8	2
6	dbm	1730	9	5	492	17	483	8	3
6	dbm	1730	9	5	499	5	495	1	5
6	dbm	1730	9	5	500	2	498	0	6
6	dbm	1730	9	5	500	1	499	0	8
6	dbm	1730	9	5	500	1	499	0	10
2	dbm	1250	10	5	325	185	315	175	0
2	dbm	1250	10	5	443	54	446	57	2
2	dbm	1250	10	5	462	40	460	38	3
2	dbm	1250	10	5	479	20	480	21	5
2	dbm	1250	10	5	490	13	487	10	6
2	dbm	1250	10	5	496	7	493	4	8
2	dbm	1250	10	5	498	3	497	2	10
11	dbm	1470	11	5	237	277	223	263	0
11	dbm	1470	11	5	375	134	366	125	2
11	dbm	1470	11	5	419	84	416	81	3
11	dbm	1470	11	5	464	45	455	36	5
11	dbm	1470	11	5	483	21	479	17	6
11	dbm	1470	11	5	495	1	499	5	8
11	dbm	1470	11	5	499	0	500	1	10
15	dbm	1890	12	5	273	248	252	227	0
15	dbm	1890	12	5	459	38	462	41	2
15	dbm	1890	12	5	478	14	486	22	3
15	dbm	1890	12	5	491	6	494	9	5
15	dbm	1890	12	5	495	2	498	5	6
15	dbm	1890	12	5	497	1	499	3	8
15	dbm	1890	12	5	500	0	500	0	10
14	dbm	1610	13	5	186	327	173	314	0
14	dbm	1610	13	5	336	178	322	164	2
14	dbm	1610	13	5	384	124	376	116	3
14	dbm	1610	13	5	461	52	448	39	5
14	dbm	1610	13	5	475	32	468	25	6
14	dbm	1610	13	5	490	19	481	10	8
14	dbm	1610	13	5	498	4	496	2	10
13	dbm	1670	14	5	217	283	217	283	0
13	dbm	1670	14	5	397	99	401	103	2
13	dbm	1670	14	5	455	38	462	45	3
13	dbm	1670	14	5	483	10	490	17	5
13	dbm	1670	14	5	491	5	495	9	6
13	dbm	1670	14	5	498	3	497	2	8
13	dbm	1670	14	5	500	1	499	0	10
7	dbm	1390	15	5	428	60	440	72	0
7	dbm	1390	15	5	477	7	493	23	2
7	dbm	1390	15	5	487	6	494	13	3
7	dbm	1390	15	5	495	2	498	5	5
7	dbm	1390	15	5	499	2	498	1	6
7	dbm	1390	15	5	499	0	500	1	8
7	dbm	1390	15	5	499	0	500	1	10
9	dbm	1550	16	5	37	460	40	463	0
9	dbm	1550	16	5	228	289	211	272	2
9	dbm	1550	16	5	328	195	305	172	3
9	dbm	1550	16	5	448	76	424	52	5
9	dbm	1550	16	5	472	43	457	28	6
9	dbm	1550	16	5	493	10	490	7	8
9	dbm	1550	16	5	499	3	497	1	10
2	dbm	1630	17	5	375	106	394	125	0
2	dbm	1630	17	5	476	13	487	24	2
2	dbm	1630	17	5	487	5	495	13	3
2	dbm	1630	17	5	496	1	499	4	5
2	dbm	1630	17	5	498	1	499	2	6
2	dbm	1630	17	5	499	0	500	1	8
2	dbm	1630	17	5	499	0	500	1	10
4	dbm	1890	18	5	228	290	210	272	0
4	dbm	1890	18	5	438	76	424	62	2
4	dbm	1890	18	5	454	41	459	46	3
4	dbm	1890	18	5	483	11	489	17	5
4	dbm	1890	18	5	493	5	495	7	6
4	dbm	1890	18	5	494	4	496	6	8
4	dbm	1890	18	5	496	3	497	4	10
2	dbm	1570	19	5	485	12	488	15	0
2	dbm	1570	19	5	498	2	498	2	2
2	dbm	1570	19	5	499	2	498	1	3
2	dbm	1570	19	5	499	2	498	1	5
2	dbm	1570	19	5	499	2	498	1	6
2	dbm	1570	19	5	500	0	500	0	8
2	dbm	1570	19	5	500	0	500	0	10
13	dbm	830	20	5	237	274	226	263	0
13	dbm	830	20	5	396	90	410	104	2
13	dbm	830	20	5	454	41	459	46	3
13	dbm	830	20	5	497	1	499	3	5
13	dbm	830	20	5	498	1	499	2	6
13	dbm	830	20	5	498	1	499	2	8
13	dbm	830	20	5	500	1	499	0	10
11	dbm	1870	21	5	363	156	344	137	0
11	dbm	1870	21	5	460	51	449	40	2
11	dbm	1870	21	5	474	31	469	26	3
11	dbm	1870	21	5	496	1	499	4	5
11	dbm	1870	21	5	497	1	499	3	6
11	dbm	1870	21	5	499	0	500	1	8
11	dbm	1870	21	5	499	0	500	1	10
2	dbm	1830	22	5	295	219	281	205	0
2	dbm	1830	22	5	491	9	491	9	2
2	dbm	1830	22	5	499	3	497	1	3
2	dbm	1830	22	5	499	1	499	1	5
2	dbm	1830	22	5	499	1	499	1	6
2	dbm	1830	22	5	499	1	499	1	8
2	dbm	1830	22	5	499	1	499	1	10
5	dbm	1550	23	5	448	65	435	52	0
5	dbm	1550	23	5	473	35	465	27	2
5	dbm	1550	23	5	484	22	478	16	3
5	dbm	1550	23	5	489	12	488	11	5
5	dbm	1550	23	5	489	12	488	11	6
5	dbm	1550	23	5	499	2	498	1	8
5	dbm	1550	23	5	500	0	500	0	10
8	dbm	1450	24	5	366	146	354	134	0
8	dbm	1450	24	5	444	44	456	56	2
8	dbm	1450	24	5	471	24	476	29	3
8	dbm	1450	24	5	485	18	482	15	5
8	dbm	1450	24	5	494	15	485	6	6
8	dbm	1450	24	5	499	4	496	1	8
8	dbm	1450	24	5	499	1	499	1	10
13	dbm	1890	25	5	38	473	27	462	0
13	dbm	1890	25	5	142	420	80	358	2
13	dbm	1890	25	5	207	368	132	293	3
13	dbm	1890	25	5	345	230	270	155	5
13	dbm	1890	25	5	401	168	332	99	6
13	dbm	1890	25	5	477	48	452	23	8
13	dbm	1890	25	5	495	16	484	5	10
14	dbm	1770	26	5	221	302	198	279	0
14	dbm	1770	26	5	385	156	344	115	2
14	dbm	1770	26	5	407	111	389	93	3
14	dbm	1770	26	5	468	44	456	32	5
14	dbm	1770	26	5	474	35	465	26	6
14	dbm	1770	26	5	483	12	488	17	8
14	dbm	1770	26	5	496	2	498	4	10
10	dbm	1930	27	5	212	319	181	288	0
10	dbm	1930	27	5	348	157	343	152	2
10	dbm	1930	27	5	391	113	387	109	3
10	dbm	1930	27	5	445	46	454	55	5
10	dbm	1930	27	5	461	38	462	39	6
10	dbm	1930	27	5	491	9	491	9	8
10	dbm	1930	27	5	498	2	498	2	10
8	dbm	1170	28	5	410	82	418	90	0
8	dbm	1170	28	5	478	18	482	22	2
8	dbm	1170	28	5	479	17	483	21	3
8	dbm	1170	28	5	483	14	486	17	5
8	dbm	1170	28	5	486	12	488	14	6
8	dbm	1170	28	5	486	11	489	14	8
8	dbm	1170	28	5	487	11	489	13	10
2	dbm	1890	29	5	298	201	299	202	0
2	dbm	1890	29	5	394	106	394	106	2
2	dbm	1890	29	5	424	76	424	76	3
2	dbm	1890	29	5	454	49	451	46	5
2	dbm	1890	29	5	475	22	478	25	6
2	dbm	1890	29	5	493	5	495	7	8
2	dbm	1890	29	5	498	3	497	2	10
3	dbm	1630	30	5	228	272	228	272	0
3	dbm	1630	30	5	381	136	364	119	2
3	dbm	1630	30	5	434	97	403	66	3
3	dbm	1630	30	5	480	38	462	20	5
3	dbm	1630	30	5	495	16	484	5	6
3	dbm	1630	30	5	497	5	495	3	8
3	dbm	1630	30	5	497	1	499	3	10
7	dbm	1830	1	20	278	229	271	222	0
7	dbm	1830	1	20	377	145	355	123	2
7	dbm	1830	1	20	399	117	383	101	3
7	dbm	1830	1	20	460	43	457	40	5
7	dbm	1830	1	20	478	25	475	22	6
7	dbm	1830	1	20	492	8	492	8	8
7	dbm	1830	1	20	499	4	496	1	10
13	dbm	1930	2	20	435	74	426	65	0
13	dbm	1930	2	20	480	26	474	20	2
13	dbm	1930	2	20	486	14	486	14	3
13	dbm	1930	2	20	492	8	492	8	5
13	dbm	1930	2	20	496	4	496	4	6
13	dbm	1930	2	20	499	0	500	1	8
13	dbm	1930	2	20	500	0	500	0	10
4	dbm	1470	3	20	227	266	234	273	0
4	dbm	1470	3	20	423	99	401	77	2
4	dbm	1470	3	20	447	62	438	53	3
4	dbm	1470	3	20	470	32	468	30	5
4	dbm	1470	3	20	488	16	484	12	6
4	dbm	1470	3	20	495	3	497	5	8
4	dbm	1470	3	20	496	1	499	4	10
8	dbm	1870	4	20	331	149	351	169	0
8	dbm	1870	4	20	489	12	488	11	2
8	dbm	1870	4	20	498	2	498	2	3
8	dbm	1870	4	20	499	2	498	1	5
8	dbm	1870	4	20	499	2	498	1	6
8	dbm	1870	4	20	499	0	500	1	8
8	dbm	1870	4	20	499	0	500	1	10
4	dbm	1810	5	20	209	253	247	291	0
4	dbm	1810	5	20	397	106	394	103	2
4	dbm	1810	5	20	432	73	427	68	3
4	dbm	1810	5	20	471	36	464	29	5
4	dbm	1810	5	20	487	17	483	13	6
4	dbm	1810	5	20	494	8	492	6	8
4	dbm	1810	5	20	500	0	500	0	10
6	dbm	1790	6	20	70	441	59	430	0
6	dbm	1790	6	20	285	244	256	215	2
6	dbm	1790	6	20	338	177	323	162	3
6	dbm	1790	6	20	438	78	422	62	5
6	dbm	1790	6	20	458	56	444	42	6
6	dbm	1790	6	20	479	25	475	21	8
6	dbm	1790	6	20	495	5	495	5	10
11	dbm	1830	7	20	157	360	140	343	0
11	dbm	1830	7	20	356	170	330	144	2
11	dbm	1830	7	20	410	109	391	90	3
11	dbm	1830	7	20	465	48	452	35	5
11	dbm	1830	7	20	478	27	473	22	6
11	dbm	1830	7	20	489	8	492	11	8
11	dbm	1830	7	20	499	1	499	1	10
14	dbm	1950	8	20	288	224	276	212	0
14	dbm	1950	8	20	464	51	449	36	2
14	dbm	1950	8	20	474	33	467	26	3
14	dbm	1950	8	20	493	21	479	7	5
14	dbm	1950	8	20	493	15	485	7	6
14	dbm	1950	8	20	495	10	490	5	8
14	dbm	1950	8	20	496	6	494	4	10
4	dbm	1610	9	20	448	45	455	52	0
4	dbm	1610	9	20	493	14	486	7	2
4	dbm	1610	9	20	494	13	487	6	3
4	dbm	1610	9	20	499	3	497	1	5
4	dbm	1610	9	20	500	2	498	0	6
4	dbm	1610	9	20	500	1	499	0	8
4	dbm	1610	9	20	500	1	499	0	10
5	dbm	1530	10	20	327	172	328	173	0
5	dbm	1530	10	20	458	55	445	42	2
5	dbm	1530	10	20	473	30	470	27	3
5	dbm	1530	10	20	483	19	481	17	5
5	dbm	1530	10	20	494	13	487	6	6
5	dbm	1530	10	20	498	6	494	2	8
5	dbm	1530	10	20	499	1	499	1	10
7	dbm	1830	11	20	225	308	192	275	0
7	dbm	1830	11	20	413	111	389	87	2
7	dbm	1830	11	20	448	68	432	52	3
7	dbm	1830	11	20	483	26	474	17	5
7	dbm	1830	11	20	494	10	490	6	6
7	dbm	1830	11	20	498	1	499	2	8
7	dbm	1830	11	20	500	0	500	0	10
5	dbm	1810	12	20	301	191	309	199	0
5	dbm	1810	12	20	448	45	455	52	2
5	dbm	1810	12	20	464	28	472	36	3
5	dbm	1810	12	20	495	3	497	5	5
5	dbm	1810	12	20	498	1	499	2	6
5	dbm	1810	12	20	499	0	500	1	8
5	dbm	1810	12	20	500	0	500	0	10
9	dbm	1810	13	20	152	358	142	348	0
9	dbm	1810	13	20	333	192	308	167	2
9	dbm	1810	13	20	403	130	370	97	3
9	dbm	1810	13	20	451	53	447	49	5
9	dbm	1810	13	20	476	32	468	24	6
9	dbm	1810	13	20	496	3	497	4	8
9	dbm	1810	13	20	500	0	500	0	10
15	dbm	1890	14	20	232	255	245	268	0
15	dbm	1890	14	20	390	98	402	110	2
15	dbm	1890	14	20	419	69	431	81	3
15	dbm	1890	14	20	474	24	476	26	5
15	dbm	1890	14	20	496	3	497	4	6
15	dbm	1890	14	20	499	0	500	1	8
15	dbm	1890	14	20	500	0	500	0	10
2	dbm	1850	15	20	455	29	471	45	0
2	dbm	1850	15	20	479	17	483	21	2
2	dbm	1850	15	20	481	12	488	19	3
2	dbm	1850	15	20	491	7	493	9	5
2	dbm	1850	15	20	492	7	493	8	6
2	dbm	1850	15	20	499	0	500	1	8
2	dbm	1850	15	20	499	0	500	1	10
11	dbm	1930	16	20	52	463	37	448	0
11	dbm	1930	16	20	255	278	222	245	2
11	dbm	1930	16	20	347	192	308	153	3
11	dbm	1930	16	20	438	85	415	62	5
11	dbm	1930	16	20	459	58	442	41	6
11	dbm	1930	16	20	491	19	481	9	8
11	dbm	1930	16	20	497	5	495	3	10
4	dbm	1810	17	20	414	71	429	86	0
4	dbm	1810	17	20	466	27	473	34	2
4	dbm	1810	17	20	474	22	478	26	3
4	dbm	1810	17	20	483	14	486	17	5
4	dbm	1810	17	20	487	11	489	13	6
4	dbm	1810	17	20	488	8	492	12	8
4	dbm	1810	17	20	499	0	500	1	10
6	dbm	1970	18	20	209	314	186	291	0
6	dbm	1970	18	20	416	85	415	84	2
6	dbm	1970	18	20	452	49	451	48	3
6	dbm	1970	18	20	480	12	488	20	5
6	dbm	1970	18	20	492	5	495	8	6
6	dbm	1970	18	20	496	4	496	4	8
6	dbm	1970	18	20	498	4	496	2	10
13	dbm	1810	19	20	456	45	455	44	0
13	dbm	1810	19	20	495	4	496	5	2
13	dbm	1810	19	20	499	2	498	1	3
13	dbm	1810	19	20	499	2	498	1	5
13	dbm	1810	19	20	499	0	500	1	6
13	dbm	1810	19	20	500	0	500	0	8
13	dbm	1810	19	20	500	0	500	0	10
4	dbm	1610	20	20	274	246	254	226	0
4	dbm	1610	20	20	495	1	499	5	2
4	dbm	1610	20	20	495	1	499	5	3
4	dbm	1610	20	20	499	1	499	1	5
4	dbm	1610	20	20	499	1	499	1	6
4	dbm	1610	20	20	500	1	499	0	8
4	dbm	1610	20	20	500	1	499	0	10
1	dbm	1930	21	20	401	114	386	99	0
1	dbm	1930	21	20	488	12	488	12	2
1	dbm	1930	21	20	491	9	491	9	3
1	dbm	1930	21	20	496	1	499	4	5
1	dbm	1930	21	20	499	1	499	1	6
1	dbm	1930	21	20	499	0	500	1	8
1	dbm	1930	21	20	499	0	500	1	10
10	dbm	1930	22	20	389	107	393	111	0
10	dbm	1930	22	20	498	3	497	2	2
10	dbm	1930	22	20	499	1	499	1	3
10	dbm	1930	22	20	499	1	499	1	5
10	dbm	1930	22	20	499	1	499	1	6
10	dbm	1930	22	20	499	1	499	1	8
10	dbm	1930	22	20	500	1	499	0	10
5	dbm	1950	23	20	442	64	436	58	0
5	dbm	1950	23	20	479	34	466	21	2
5	dbm	1950	23	20	484	29	471	16	3
5	dbm	1950	23	20	494	12	488	6	5
5	dbm	1950	23	20	494	8	492	6	6
5	dbm	1950	23	20	499	0	500	1	8
5	dbm	1950	23	20	500	0	500	0	10
11	dbm	1930	24	20	354	149	351	146	0
11	dbm	1930	24	20	444	64	436	56	2
11	dbm	1930	24	20	452	50	450	48	3
11	dbm	1930	24	20	487	21	479	13	5
11	dbm	1930	24	20	488	21	479	12	6
11	dbm	1930	24	20	488	18	482	12	8
11	dbm	1930	24	20	499	1	499	1	10
12	dbm	1950	25	20	41	492	8	459	0
12	dbm	1950	25	20	165	419	81	335	2
12	dbm	1950	25	20	243	350	150	257	3
12	dbm	1950	25	20	344	225	275	156	5
12	dbm	1950	25	20	384	154	346	116	6
12	dbm	1950	25	20	452	64	436	48	8
12	dbm	1950	25	20	494	16	484	6	10
1	dbm	1870	26	20	228	283	217	272	0
1	dbm	1870	26	20	415	114	386	85	2
1	dbm	1870	26	20	431	88	412	69	3
1	dbm	1870	26	20	462	44	456	38	5
1	dbm	1870	26	20	470	35	465	30	6
1	dbm	1870	26	20	491	13	487	9	8
1	dbm	1870	26	20	497	4	496	3	10
7	dbm	1830	27	20	189	306	194	311	0
7	dbm	1830	27	20	341	172	328	159	2
7	dbm	1830	27	20	392	125	375	108	3
7	dbm	1830	27	20	467	33	467	33	5
7	dbm	1830	27	20	479	22	478	21	6
7	dbm	1830	27	20	497	3	497	3	8
7	dbm	1830	27	20	500	0	500	0	10
4	dbm	1970	28	20	444	67	433	56	0
4	dbm	1970	28	20	476	28	472	24	2
4	dbm	1970	28	20	477	26	474	23	3
4	dbm	1970	28	20	481	23	477	19	5
4	dbm	1970	28	20	492	10	490	8	6
4	dbm	1970	28	20	495	8	492	5	8
4	dbm	1970	28	20	495	8	492	5	10
12	dbm	1810	29	20	268	231	269	232	0
12	dbm	1810	29	20	418	75	425	82	2
12	dbm	1810	29	20	443	54	446	57	3
12	dbm	1810	29	20	483	20	480	17	5
12	dbm	1810	29	20	496	6	494	4	6
12	dbm	1810	29	20	499	1	499	1	8
12	dbm	1810	29	20	500	0	500	0	10
4	dbm	1810	30	20	247	272	228	253	0
4	dbm	1810	30	20	402	120	380	98	2
4	dbm	1810	30	20	442	76	424	58	3
4	dbm	1810	30	20	482	31	469	18	5
4	dbm	1810	30	20	492	20	480	8	6
4	dbm	1810	30	20	497	10	490	3	8
4	dbm	1810	30	20	500	2	498	0	10
15	vae	1370	1	1	302	187	313	198	0
15	vae	1370	1	1	482	30	470	18	2
15	vae	1370	1	1	486	23	477	14	3
15	vae	1370	1	1	497	8	492	3	5
15	vae	1370	1	1	497	7	493	3	6
15	vae	1370	1	1	499	4	496	1	8
15	vae	1370	1	1	500	0	500	0	10
4	vae	790	2	1	400	115	385	100	0
4	vae	790	2	1	492	12	488	8	2
4	vae	790	2	1	496	6	494	4	3
4	vae	790	2	1	498	4	496	2	5
4	vae	790	2	1	499	4	496	1	6
4	vae	790	2	1	499	1	499	1	8
4	vae	790	2	1	500	0	500	0	10
12	vae	1050	3	1	246	257	243	254	0
12	vae	1050	3	1	443	64	436	57	2
12	vae	1050	3	1	466	35	465	34	3
12	vae	1050	3	1	499	2	498	1	5
12	vae	1050	3	1	499	1	499	1	6
12	vae	1050	3	1	500	0	500	0	8
12	vae	1050	3	1	500	0	500	0	10
12	vae	1590	4	1	334	160	340	166	0
12	vae	1590	4	1	494	3	497	6	2
12	vae	1590	4	1	499	2	498	1	3
12	vae	1590	4	1	499	2	498	1	5
12	vae	1590	4	1	500	2	498	0	6
12	vae	1590	4	1	500	0	500	0	8
12	vae	1590	4	1	500	0	500	0	10
4	vae	1690	5	1	252	248	252	248	0
4	vae	1690	5	1	421	85	415	79	2
4	vae	1690	5	1	449	48	452	51	3
4	vae	1690	5	1	485	13	487	15	5
4	vae	1690	5	1	491	5	495	9	6
4	vae	1690	5	1	498	1	499	2	8
4	vae	1690	5	1	499	0	500	1	10
4	vae	630	6	1	58	434	66	442	0
4	vae	630	6	1	299	219	281	201	2
4	vae	630	6	1	399	114	386	101	3
4	vae	630	6	1	456	46	454	44	5
4	vae	630	6	1	481	23	477	19	6
4	vae	630	6	1	493	6	494	7	8
4	vae	630	6	1	498	0	500	2	10
14	vae	1910	7	1	92	423	77	408	0
14	vae	1910	7	1	307	219	281	193	2
14	vae	1910	7	1	379	136	364	121	3
14	vae	1910	7	1	465	43	457	35	5
14	vae	1910	7	1	482	17	483	18	6
14	vae	1910	7	1	496	5	495	4	8
14	vae	1910	7	1	498	3	497	2	10
7	vae	1370	8	1	271	244	256	229	0
7	vae	1370	8	1	413	109	391	87	2
7	vae	1370	8	1	452	70	430	48	3
7	vae	1370	8	1	481	21	479	19	5
7	vae	1370	8	1	491	15	485	9	6
7	vae	1370	8	1	498	7	493	2	8
7	vae	1370	8	1	500	0	500	0	10
10	vae	910	9	1	464	37	463	36	0
10	vae	910	9	1	491	20	480	9	2
10	vae	910	9	1	498	9	491	2	3
10	vae	910	9	1	500	5	495	0	5
10	vae	910	9	1	500	3	497	0	6
10	vae	910	9	1	500	1	499	0	8
10	vae	910	9	1	500	1	499	0	10
8	vae	490	10	1	222	285	215	278	0
8	vae	490	10	1	432	68	432	68	2
8	vae	490	10	1	462	34	466	38	3
8	vae	490	10	1	494	6	494	6	5
8	vae	490	10	1	499	3	497	1	6
8	vae	490	10	1	500	0	500	0	8
8	vae	490	10	1	500	0	500	0	10
8	vae	1610	11	1	205	306	194	295	0
8	vae	1610	11	1	388	126	374	112	2
8	vae	1610	11	1	440	77	423	60	3
8	vae	1610	11	1	488	23	477	12	5
8	vae	1610	11	1	492	10	490	8	6
8	vae	1610	11	1	498	1	499	2	8
8	vae	1610	11	1	500	0	500	0	10
1	vae	1370	12	1	296	179	321	204	0
1	vae	1370	12	1	463	29	471	37	2
1	vae	1370	12	1	483	17	483	17	3
1	vae	1370	12	1	497	3	497	3	5
1	vae	1370	12	1	500	1	499	0	6
1	vae	1370	12	1	500	0	500	0	8
1	vae	1370	12	1	500	0	500	0	10
2	vae	1830	13	1	153	376	124	347	0
2	vae	1830	13	1	348	161	339	152	2
2	vae	1830	13	1	401	116	384	99	3
2	vae	1830	13	1	471	31	469	29	5
2	vae	1830	13	1	484	16	484	16	6
2	vae	1830	13	1	496	3	497	4	8
2	vae	1830	13	1	500	0	500	0	10
15	vae	690	14	1	280	207	293	220	0
15	vae	690	14	1	448	37	463	52	2
15	vae	690	14	1	482	18	482	18	3
15	vae	690	14	1	495	6	494	5	5
15	vae	690	14	1	497	3	497	3	6
15	vae	690	14	1	500	0	500	0	8
15	vae	690	14	1	500	0	500	0	10
2	vae	890	15	1	413	80	420	87	0
2	vae	890	15	1	485	14	486	15	2
2	vae	890	15	1	493	7	493	7	3
2	vae	890	15	1	499	0	500	1	5
2	vae	890	15	1	499	0	500	1	6
2	vae	890	15	1	499	0	500	1	8
2	vae	890	15	1	499	0	500	1	10
9	vae	1890	16	1	47	455	45	453	0
9	vae	1890	16	1	253	250	250	247	2
9	vae	1890	16	1	339	163	337	161	3
9	vae	1890	16	1	448	66	434	52	5
9	vae	1890	16	1	470	35	465	30	6
9	vae	1890	16	1	497	4	496	3	8
9	vae	1890	16	1	499	0	500	1	10
14	vae	1170	17	1	288	205	295	212	0
14	vae	1170	17	1	478	16	484	22	2
14	vae	1170	17	1	494	5	495	6	3
14	vae	1170	17	1	498	1	499	2	5
14	vae	1170	17	1	498	0	500	2	6
14	vae	1170	17	1	499	0	500	1	8
14	vae	1170	17	1	500	0	500	0	10
7	vae	190	18	1	175	345	155	325	0
7	vae	190	18	1	430	53	447	70	2
7	vae	190	18	1	463	23	477	37	3
7	vae	190	18	1	496	2	498	4	5
7	vae	190	18	1	498	0	500	2	6
7	vae	190	18	1	499	0	500	1	8
7	vae	190	18	1	500	0	500	0	10
6	vae	1690	19	1	484	14	486	16	0
6	vae	1690	19	1	498	3	497	2	2
6	vae	1690	19	1	499	2	498	1	3
6	vae	1690	19	1	499	2	498	1	5
6	vae	1690	19	1	499	2	498	1	6
6	vae	1690	19	1	500	0	500	0	8
6	vae	1690	19	1	500	0	500	0	10
3	vae	990	20	1	324	191	309	176	0
3	vae	990	20	1	493	1	499	7	2
3	vae	990	20	1	498	1	499	2	3
3	vae	990	20	1	498	1	499	2	5
3	vae	990	20	1	500	1	499	0	6
3	vae	990	20	1	500	1	499	0	8
3	vae	990	20	1	500	1	499	0	10
3	vae	1990	21	1	356	155	345	144	0
3	vae	1990	21	1	470	24	476	30	2
3	vae	1990	21	1	479	14	486	21	3
3	vae	1990	21	1	498	2	498	2	5
3	vae	1990	21	1	499	1	499	1	6
3	vae	1990	21	1	499	0	500	1	8
3	vae	1990	21	1	499	0	500	1	10
6	vae	290	22	1	430	72	428	70	0
6	vae	290	22	1	499	1	499	1	2
6	vae	290	22	1	499	1	499	1	3
6	vae	290	22	1	499	1	499	1	5
6	vae	290	22	1	499	1	499	1	6
6	vae	290	22	1	499	1	499	1	8
6	vae	290	22	1	499	1	499	1	10
1	vae	570	23	1	434	74	426	66	0
1	vae	570	23	1	479	31	469	21	2
1	vae	570	23	1	488	18	482	12	3
1	vae	570	23	1	498	1	499	2	5
1	vae	570	23	1	499	1	499	1	6
1	vae	570	23	1	500	1	499	0	8
1	vae	570	23	1	500	0	500	0	10
15	vae	1050	24	1	385	129	371	115	0
15	vae	1050	24	1	490	19	481	10	2
15	vae	1050	24	1	494	11	489	6	3
15	vae	1050	24	1	495	10	490	5	5
15	vae	1050	24	1	499	0	500	1	6
15	vae	1050	24	1	500	0	500	0	8
15	vae	1050	24	1	500	0	500	0	10
10	vae	1590	25	1	19	479	21	481	0
10	vae	1590	25	1	128	384	116	372	2
10	vae	1590	25	1	194	339	161	306	3
10	vae	1590	25	1	343	188	312	157	5
10	vae	1590	25	1	408	130	370	92	6
10	vae	1590	25	1	485	32	468	15	8
10	vae	1590	25	1	497	6	494	3	10
3	vae	990	26	1	226	277	223	274	0
3	vae	990	26	1	419	99	401	81	2
3	vae	990	26	1	451	60	440	49	3
3	vae	990	26	1	481	19	481	19	5
3	vae	990	26	1	489	15	485	11	6
3	vae	990	26	1	496	4	496	4	8
3	vae	990	26	1	500	0	500	0	10
12	vae	790	27	1	171	330	170	329	0
12	vae	790	27	1	379	116	384	121	2
12	vae	790	27	1	441	65	435	59	3
12	vae	790	27	1	485	15	485	15	5
12	vae	790	27	1	493	11	489	7	6
12	vae	790	27	1	499	3	497	1	8
12	vae	790	27	1	500	0	500	0	10
11	vae	870	28	1	453	58	442	47	0
11	vae	870	28	1	491	7	493	9	2
11	vae	870	28	1	498	1	499	2	3
11	vae	870	28	1	499	1	499	1	5
11	vae	870	28	1	499	1	499	1	6
11	vae	870	28	1	499	0	500	1	8
11	vae	870	28	1	499	0	500	1	10
15	vae	210	29	1	320	174	326	180	0
15	vae	210	29	1	407	95	405	93	2
15	vae	210	29	1	443	56	444	57	3
15	vae	210	29	1	487	9	491	13	5
15	vae	210	29	1	494	5	495	6	6
15	vae	210	29	1	500	0	500	0	8
15	vae	210	29	1	500	0	500	0	10
13	vae	350	30	1	198	327	173	302	0
13	vae	350	30	1	422	101	399	78	2
13	vae	350	30	1	455	65	435	45	3
13	vae	350	30	1	486	18	482	14	5
13	vae	350	30	1	488	15	485	12	6
13	vae	350	30	1	497	3	497	3	8
13	vae	350	30	1	500	0	500	0	10
12	vae	710	1	2	300	188	312	200	0
12	vae	710	1	2	482	33	467	18	2
12	vae	710	1	2	488	23	477	12	3
12	vae	710	1	2	498	8	492	2	5
12	vae	710	1	2	498	5	495	2	6
12	vae	710	1	2	500	1	499	0	8
12	vae	710	1	2	500	1	499	0	10
