seed	modeltype	epochs	datasetindex	nsites	true_pos	true_neg	false_pos	false_neg	distance
6	mice	0	4	20	198	305	195	302	0
6	mice	0	4	20	497	3	497	3	2
6	mice	0	4	20	499	2	498	1	3
6	mice	0	4	20	499	2	498	1	5
6	mice	0	4	20	499	2	498	1	6
6	mice	0	4	20	499	1	499	1	8
6	mice	0	4	20	499	0	500	1	10
13	mice	0	5	20	0	500	0	500	0
13	mice	0	5	20	0	500	0	500	2
13	mice	0	5	20	0	499	1	500	3
13	mice	0	5	20	30	467	33	470	5
13	mice	0	5	20	80	433	67	420	6
13	mice	0	5	20	206	330	170	294	8
13	mice	0	5	20	274	252	248	226	10
1	mice	0	6	20	0	500	0	500	0
1	mice	0	6	20	0	500	0	500	2
1	mice	0	6	20	3	499	1	497	3
1	mice	0	6	20	37	463	37	463	5
1	mice	0	6	20	106	395	105	394	6
1	mice	0	6	20	258	254	246	242	8
1	mice	0	6	20	375	115	385	125	10
5	mice	0	7	20	0	500	0	500	0
5	mice	0	7	20	5	494	6	495	2
5	mice	0	7	20	15	482	18	485	3
5	mice	0	7	20	35	470	30	465	5
5	mice	0	7	20	60	444	56	440	6
5	mice	0	7	20	181	324	176	319	8
5	mice	0	7	20	377	137	363	123	10
2	mice	0	8	20	0	500	0	500	0
2	mice	0	8	20	54	459	41	446	2
2	mice	0	8	20	70	428	72	430	3
2	mice	0	8	20	163	349	151	337	5
2	mice	0	8	20	264	256	244	236	6
2	mice	0	8	20	426	94	406	74	8
2	mice	0	8	20	467	39	461	33	10
1	mice	0	9	20	211	288	212	289	0
1	mice	0	9	20	435	63	437	65	2
1	mice	0	9	20	461	42	458	39	3
1	mice	0	9	20	492	17	483	8	5
1	mice	0	9	20	498	6	494	2	6
1	mice	0	9	20	500	2	498	0	8
1	mice	0	9	20	500	1	499	0	10
15	mice	0	10	20	0	500	0	500	0
15	mice	0	10	20	231	279	221	269	2
15	mice	0	10	20	278	244	256	222	3
15	mice	0	10	20	352	165	335	148	5
15	mice	0	10	20	405	91	409	95	6
15	mice	0	10	20	445	49	451	55	8
15	mice	0	10	20	464	27	473	36	10
6	mice	0	11	20	27	477	23	473	0
6	mice	0	11	20	74	418	82	426	2
6	mice	0	11	20	184	325	175	316	3
6	mice	0	11	20	238	268	232	262	5
6	mice	0	11	20	279	237	263	221	6
6	mice	0	11	20	450	79	421	50	8
6	mice	0	11	20	494	9	491	6	10
15	mice	0	12	20	0	500	0	500	0
15	mice	0	12	20	161	337	163	339	2
15	mice	0	12	20	179	310	190	321	3
15	mice	0	12	20	238	232	268	262	5
15	mice	0	12	20	276	197	303	224	6
15	mice	0	12	20	390	91	409	110	8
15	mice	0	12	20	483	17	483	17	10
3	mice	0	13	20	0	500	0	500	0
3	mice	0	13	20	0	500	0	500	2
3	mice	0	13	20	30	453	47	470	3
3	mice	0	13	20	83	412	88	417	5
3	mice	0	13	20	121	364	136	379	6
3	mice	0	13	20	246	257	243	254	8
3	mice	0	13	20	361	160	340	139	10
12	mice	0	14	20	0	500	0	500	0
12	mice	0	14	20	46	448	52	454	2
12	mice	0	14	20	131	379	121	369	3
12	mice	0	14	20	315	162	338	185	5
12	mice	0	14	20	376	114	386	124	6
12	mice	0	14	20	454	43	457	46	8
12	mice	0	14	20	473	22	478	27	10
13	mice	0	15	20	66	424	76	434	0
13	mice	0	15	20	67	421	79	433	2
13	mice	0	15	20	76	412	88	424	3
13	mice	0	15	20	184	302	198	316	5
13	mice	0	15	20	231	249	251	269	6
13	mice	0	15	20	428	51	449	72	8
13	mice	0	15	20	483	9	491	17	10
8	mice	0	16	20	17	482	18	483	0
8	mice	0	16	20	44	454	46	456	2
8	mice	0	16	20	85	405	95	415	3
8	mice	0	16	20	213	283	217	287	5
8	mice	0	16	20	256	246	254	244	6
8	mice	0	16	20	291	194	306	209	8
8	mice	0	16	20	338	153	347	162	10
6	mice	0	17	20	0	500	0	500	0
6	mice	0	17	20	56	452	48	444	2
6	mice	0	17	20	159	343	157	341	3
6	mice	0	17	20	320	186	314	180	5
6	mice	0	17	20	400	104	396	100	6
6	mice	0	17	20	487	16	484	13	8
6	mice	0	17	20	498	1	499	2	10
13	mice	0	18	20	158	345	155	342	0
13	mice	0	18	20	237	262	238	263	2
13	mice	0	18	20	261	234	266	239	3
13	mice	0	18	20	315	182	318	185	5
13	mice	0	18	20	372	137	363	128	6
13	mice	0	18	20	461	39	461	39	8
13	mice	0	18	20	486	16	484	14	10
6	mice	0	19	20	462	38	462	38	0
6	mice	0	19	20	496	3	497	4	2
6	mice	0	19	20	499	2	498	1	3
6	mice	0	19	20	499	2	498	1	5
6	mice	0	19	20	499	2	498	1	6
6	mice	0	19	20	500	0	500	0	8
6	mice	0	19	20	500	0	500	0	10
6	mice	0	20	20	350	165	335	150	0
6	mice	0	20	20	497	2	498	3	2
6	mice	0	20	20	497	1	499	3	3
6	mice	0	20	20	499	1	499	1	5
6	mice	0	20	20	499	1	499	1	6
6	mice	0	20	20	499	1	499	1	8
6	mice	0	20	20	500	1	499	0	10
4	mice	0	21	20	0	500	0	500	0
4	mice	0	21	20	134	360	140	366	2
4	mice	0	21	20	215	276	224	285	3
4	mice	0	21	20	372	123	377	128	5
4	mice	0	21	20	424	62	438	76	6
4	mice	0	21	20	477	22	478	23	8
4	mice	0	21	20	484	13	487	16	10
9	mice	0	22	20	248	250	250	252	0
9	mice	0	22	20	486	13	487	14	2
9	mice	0	22	20	498	1	499	2	3
9	mice	0	22	20	499	1	499	1	5
9	mice	0	22	20	499	1	499	1	6
9	mice	0	22	20	499	1	499	1	8
9	mice	0	22	20	500	1	499	0	10
8	mice	0	23	20	0	500	0	500	0
8	mice	0	23	20	0	500	0	500	2
8	mice	0	23	20	132	375	125	368	3
8	mice	0	23	20	278	229	271	222	5
8	mice	0	23	20	409	100	400	91	6
8	mice	0	23	20	472	21	479	28	8
8	mice	0	23	20	489	8	492	11	10
8	mice	0	24	20	54	448	52	446	0
8	mice	0	24	20	70	426	74	430	2
8	mice	0	24	20	79	420	80	421	3
8	mice	0	24	20	234	278	222	266	5
8	mice	0	24	20	254	259	241	246	6
8	mice	0	24	20	397	114	386	103	8
8	mice	0	24	20	458	39	461	42	10
7	mice	0	25	20	0	500	0	500	0
7	mice	0	25	20	0	500	0	500	2
7	mice	0	25	20	0	500	0	500	3
7	mice	0	25	20	6	495	5	494	5
7	mice	0	25	20	15	485	15	485	6
7	mice	0	25	20	53	451	49	447	8
7	mice	0	25	20	159	336	164	341	10
13	mice	0	26	20	0	500	0	500	0
13	mice	0	26	20	14	482	18	486	2
13	mice	0	26	20	37	465	35	463	3
13	mice	0	26	20	92	401	99	408	5
13	mice	0	26	20	103	387	113	397	6
13	mice	0	26	20	181	298	202	319	8
13	mice	0	26	20	236	262	238	264	10
10	mice	0	27	20	0	500	0	500	0
10	mice	0	27	20	1	500	0	499	2
10	mice	0	27	20	60	435	65	440	3
10	mice	0	27	20	128	383	117	372	5
10	mice	0	27	20	191	311	189	309	6
10	mice	0	27	20	298	206	294	202	8
10	mice	0	27	20	398	103	397	102	10
13	mice	0	28	20	274	246	254	226	0
13	mice	0	28	20	475	27	473	25	2
13	mice	0	28	20	480	24	476	20	3
13	mice	0	28	20	481	23	477	19	5
13	mice	0	28	20	481	23	477	19	6
13	mice	0	28	20	485	20	480	15	8
13	mice	0	28	20	499	0	500	1	10
13	mice	0	29	20	0	500	0	500	0
13	mice	0	29	20	125	378	122	375	2
13	mice	0	29	20	153	355	145	347	3
13	mice	0	29	20	239	247	253	261	5
13	mice	0	29	20	273	217	283	227	6
13	mice	0	29	20	368	127	373	132	8
13	mice	0	29	20	478	10	490	22	10
10	mice	0	30	20	0	500	0	500	0
10	mice	0	30	20	67	445	55	433	2
10	mice	0	30	20	75	432	68	425	3
10	mice	0	30	20	117	397	103	383	5
10	mice	0	30	20	142	366	134	358	6
10	mice	0	30	20	240	284	216	260	8
10	mice	0	30	20	306	229	271	194	10
11	dbm	1910	1	1	285	219	281	215	0
11	dbm	1910	1	1	436	84	416	64	2
11	dbm	1910	1	1	480	27	473	20	3
11	dbm	1910	1	1	488	17	483	12	5
11	dbm	1910	1	1	488	13	487	12	6
11	dbm	1910	1	1	492	7	493	8	8
11	dbm	1910	1	1	500	1	499	0	10
12	dbm	1770	2	1	372	137	363	128	0
12	dbm	1770	2	1	469	34	466	31	2
12	dbm	1770	2	1	481	21	479	19	3
12	dbm	1770	2	1	486	14	486	14	5
12	dbm	1770	2	1	487	12	488	13	6
12	dbm	1770	2	1	493	9	491	7	8
12	dbm	1770	2	1	499	3	497	1	10
7	dbm	890	3	1	202	277	223	298	0
7	dbm	890	3	1	347	153	347	153	2
7	dbm	890	3	1	392	111	389	108	3
7	dbm	890	3	1	455	41	459	45	5
7	dbm	890	3	1	471	28	472	29	6
7	dbm	890	3	1	494	6	494	6	8
7	dbm	890	3	1	496	1	499	4	10
7	dbm	1250	4	1	304	168	332	196	0
7	dbm	1250	4	1	459	50	450	41	2
7	dbm	1250	4	1	499	2	498	1	3
7	dbm	1250	4	1	499	2	498	1	5
7	dbm	1250	4	1	499	2	498	1	6
7	dbm	1250	4	1	499	0	500	1	8
7	dbm	1250	4	1	499	0	500	1	10
12	dbm	1770	5	1	254	276	224	246	0
12	dbm	1770	5	1	391	119	381	109	2
12	dbm	1770	5	1	415	102	398	85	3
12	dbm	1770	5	1	468	32	468	32	5
12	dbm	1770	5	1	481	27	473	19	6
12	dbm	1770	5	1	495	7	493	5	8
12	dbm	1770	5	1	499	1	499	1	10
1	dbm	1630	6	1	64	448	52	436	0
1	dbm	1630	6	1	278	241	259	222	2
1	dbm	1630	6	1	371	153	347	129	3
1	dbm	1630	6	1	446	46	454	54	5
1	dbm	1630	6	1	462	28	472	38	6
1	dbm	1630	6	1	482	20	480	18	8
1	dbm	1630	6	1	493	4	496	7	10
5	dbm	1130	7	1	136	367	133	364	0
5	dbm	1130	7	1	280	206	294	220	2
5	dbm	1130	7	1	311	172	328	189	3
5	dbm	1130	7	1	379	110	390	121	5
5	dbm	1130	7	1	411	85	415	89	6
5	dbm	1130	7	1	460	48	452	40	8
5	dbm	1130	7	1	495	11	489	5	10
5	dbm	1450	8	1	240	271	229	260	0
5	dbm	1450	8	1	407	92	408	93	2
5	dbm	1450	8	1	441	59	441	59	3
5	dbm	1450	8	1	467	30	470	33	5
5	dbm	1450	8	1	476	22	478	24	6
5	dbm	1450	8	1	489	10	490	11	8
5	dbm	1450	8	1	495	2	498	5	10
1	dbm	1130	9	1	460	41	459	40	0
1	dbm	1130	9	1	491	20	480	9	2
1	dbm	1130	9	1	492	18	482	8	3
1	dbm	1130	9	1	495	12	488	5	5
1	dbm	1130	9	1	499	4	496	1	6
1	dbm	1130	9	1	500	1	499	0	8
1	dbm	1130	9	1	500	1	499	0	10
1	dbm	470	10	1	343	167	333	157	0
1	dbm	470	10	1	434	70	430	66	2
1	dbm	470	10	1	469	34	466	31	3
1	dbm	470	10	1	479	21	479	21	5
1	dbm	470	10	1	481	15	485	19	6
1	dbm	470	10	1	495	8	492	5	8
1	dbm	470	10	1	498	5	495	2	10
10	dbm	650	11	1	165	339	161	335	0
10	dbm	650	11	1	262	250	250	238	2
10	dbm	650	11	1	279	229	271	221	3
10	dbm	650	11	1	323	178	322	177	5
10	dbm	650	11	1	371	123	377	129	6
10	dbm	650	11	1	455	34	466	45	8
10	dbm	650	11	1	495	4	496	5	10
1	dbm	1510	12	1	259	261	239	241	0
1	dbm	1510	12	1	435	57	443	65	2
1	dbm	1510	12	1	465	30	470	35	3
1	dbm	1510	12	1	488	12	488	12	5
1	dbm	1510	12	1	490	6	494	10	6
1	dbm	1510	12	1	498	0	500	2	8
1	dbm	1510	12	1	499	0	500	1	10
12	dbm	1910	13	1	196	325	175	304	0
12	dbm	1910	13	1	306	228	272	194	2
12	dbm	1910	13	1	374	141	359	126	3
12	dbm	1910	13	1	445	77	423	55	5
12	dbm	1910	13	1	457	60	440	43	6
12	dbm	1910	13	1	489	16	484	11	8
12	dbm	1910	13	1	499	2	498	1	10
1	dbm	1650	14	1	133	363	137	367	0
1	dbm	1650	14	1	302	192	308	198	2
1	dbm	1650	14	1	346	143	357	154	3
1	dbm	1650	14	1	386	104	396	114	5
1	dbm	1650	14	1	403	90	410	97	6
1	dbm	1650	14	1	463	53	447	37	8
1	dbm	1650	14	1	493	8	492	7	10
2	dbm	690	15	1	395	110	390	105	0
2	dbm	690	15	1	442	59	441	58	2
2	dbm	690	15	1	443	59	441	57	3
2	dbm	690	15	1	448	55	445	52	5
2	dbm	690	15	1	476	30	470	24	6
2	dbm	690	15	1	476	28	472	24	8
2	dbm	690	15	1	478	24	476	22	10
10	dbm	1070	16	1	33	469	31	467	0
10	dbm	1070	16	1	143	357	143	357	2
10	dbm	1070	16	1	216	299	201	284	3
10	dbm	1070	16	1	350	159	341	150	5
10	dbm	1070	16	1	395	106	394	105	6
10	dbm	1070	16	1	456	41	459	44	8
10	dbm	1070	16	1	479	12	488	21	10
1	dbm	630	17	1	390	96	404	110	0
1	dbm	630	17	1	454	33	467	46	2
1	dbm	630	17	1	486	11	489	14	3
1	dbm	630	17	1	498	2	498	2	5
1	dbm	630	17	1	498	1	499	2	6
1	dbm	630	17	1	498	0	500	2	8
1	dbm	630	17	1	499	0	500	1	10
11	dbm	1630	18	1	191	316	184	309	0
11	dbm	1630	18	1	417	95	405	83	2
11	dbm	1630	18	1	457	58	442	43	3
11	dbm	1630	18	1	488	12	488	12	5
11	dbm	1630	18	1	493	3	497	7	6
11	dbm	1630	18	1	496	2	498	4	8
11	dbm	1630	18	1	498	0	500	2	10
13	dbm	1490	19	1	494	5	495	6	0
13	dbm	1490	19	1	499	3	497	1	2
13	dbm	1490	19	1	499	2	498	1	3
13	dbm	1490	19	1	499	2	498	1	5
13	dbm	1490	19	1	499	2	498	1	6
13	dbm	1490	19	1	500	0	500	0	8
13	dbm	1490	19	1	500	0	500	0	10
5	dbm	1750	20	1	260	257	243	240	0
5	dbm	1750	20	1	414	83	417	86	2
5	dbm	1750	20	1	496	1	499	4	3
5	dbm	1750	20	1	498	1	499	2	5
5	dbm	1750	20	1	498	1	499	2	6
5	dbm	1750	20	1	498	1	499	2	8
5	dbm	1750	20	1	499	1	499	1	10
10	dbm	1730	21	1	359	152	348	141	0
10	dbm	1730	21	1	465	41	459	35	2
10	dbm	1730	21	1	470	34	466	30	3
10	dbm	1730	21	1	495	1	499	5	5
10	dbm	1730	21	1	499	1	499	1	6
10	dbm	1730	21	1	499	0	500	1	8
10	dbm	1730	21	1	499	0	500	1	10
5	dbm	1230	22	1	324	167	333	176	0
5	dbm	1230	22	1	388	91	409	112	2
5	dbm	1230	22	1	475	24	476	25	3
5	dbm	1230	22	1	498	1	499	2	5
5	dbm	1230	22	1	499	1	499	1	6
5	dbm	1230	22	1	499	1	499	1	8
5	dbm	1230	22	1	500	1	499	0	10
12	dbm	1090	23	1	446	61	439	54	0
12	dbm	1090	23	1	476	35	465	24	2
12	dbm	1090	23	1	481	30	470	19	3
12	dbm	1090	23	1	492	10	490	8	5
12	dbm	1090	23	1	495	6	494	5	6
12	dbm	1090	23	1	499	1	499	1	8
12	dbm	1090	23	1	500	1	499	0	10
8	dbm	1330	24	1	330	183	317	170	0
8	dbm	1330	24	1	421	74	426	79	2
8	dbm	1330	24	1	462	42	458	38	3
8	dbm	1330	24	1	486	25	475	14	5
8	dbm	1330	24	1	487	21	479	13	6
8	dbm	1330	24	1	500	4	496	0	8
8	dbm	1330	24	1	500	0	500	0	10
2	dbm	1050	25	1	50	474	26	450	0
2	dbm	1050	25	1	153	386	114	347	2
2	dbm	1050	25	1	205	345	155	295	3
2	dbm	1050	25	1	295	247	253	205	5
2	dbm	1050	25	1	333	211	289	167	6
2	dbm	1050	25	1	404	122	378	96	8
2	dbm	1050	25	1	452	58	442	48	10
8	dbm	1670	26	1	128	382	118	372	0
8	dbm	1670	26	1	179	328	172	321	2
8	dbm	1670	26	1	237	279	221	263	3
8	dbm	1670	26	1	303	212	288	197	5
8	dbm	1670	26	1	320	199	301	180	6
8	dbm	1670	26	1	326	189	311	174	8
8	dbm	1670	26	1	338	172	328	162	10
2	dbm	1350	27	1	69	417	83	431	0
2	dbm	1350	27	1	145	359	141	355	2
2	dbm	1350	27	1	156	339	161	344	3
2	dbm	1350	27	1	201	298	202	299	5
2	dbm	1350	27	1	221	275	225	279	6
2	dbm	1350	27	1	279	225	275	221	8
2	dbm	1350	27	1	310	183	317	190	10
3	dbm	710	28	1	414	74	426	86	0
3	dbm	710	28	1	477	19	481	23	2
3	dbm	710	28	1	478	17	483	22	3
3	dbm	710	28	1	482	15	485	18	5
3	dbm	710	28	1	486	12	488	14	6
3	dbm	710	28	1	486	11	489	14	8
3	dbm	710	28	1	487	11	489	13	10
4	dbm	1470	29	1	329	184	316	171	0
4	dbm	1470	29	1	418	73	427	82	2
4	dbm	1470	29	1	440	51	449	60	3
4	dbm	1470	29	1	461	32	468	39	5
4	dbm	1470	29	1	476	25	475	24	6
4	dbm	1470	29	1	494	5	495	6	8
4	dbm	1470	29	1	500	2	498	0	10
1	dbm	1230	30	1	251	272	228	249	0
1	dbm	1230	30	1	382	126	374	118	2
1	dbm	1230	30	1	425	91	409	75	3
1	dbm	1230	30	1	475	42	458	25	5
1	dbm	1230	30	1	483	31	469	17	6
1	dbm	1230	30	1	495	14	486	5	8
1	dbm	1230	30	1	499	4	496	1	10
3	dbm	1850	1	2	358	141	359	142	0
3	dbm	1850	1	2	472	41	459	28	2
3	dbm	1850	1	2	481	34	466	19	3
3	dbm	1850	1	2	483	29	471	17	5
3	dbm	1850	1	2	489	18	482	11	6
3	dbm	1850	1	2	493	10	490	7	8
3	dbm	1850	1	2	500	2	498	0	10
9	dbm	1810	2	2	407	103	397	93	0
9	dbm	1810	2	2	472	37	463	28	2
9	dbm	1810	2	2	476	32	468	24	3
9	dbm	1810	2	2	479	24	476	21	5
9	dbm	1810	2	2	482	20	480	18	6
9	dbm	1810	2	2	496	6	494	4	8
9	dbm	1810	2	2	500	2	498	0	10
11	dbm	1790	3	2	184	324	176	316	0
11	dbm	1790	3	2	273	218	282	227	2
11	dbm	1790	3	2	286	199	301	214	3
11	dbm	1790	3	2	310	172	328	190	5
11	dbm	1790	3	2	332	144	356	168	6
11	dbm	1790	3	2	407	78	422	93	8
11	dbm	1790	3	2	482	12	488	18	10
15	dbm	1550	4	2	287	192	308	213	0
15	dbm	1550	4	2	405	79	421	95	2
15	dbm	1550	4	2	499	2	498	1	3
15	dbm	1550	4	2	499	2	498	1	5
15	dbm	1550	4	2	499	2	498	1	6
15	dbm	1550	4	2	499	0	500	1	8
15	dbm	1550	4	2	499	0	500	1	10
8	dbm	1550	5	2	257	235	265	243	0
8	dbm	1550	5	2	400	90	410	100	2
8	dbm	1550	5	2	435	56	444	65	3
8	dbm	1550	5	2	477	32	468	23	5
8	dbm	1550	5	2	481	27	473	19	6
8	dbm	1550	5	2	489	11	489	11	8
8	dbm	1550	5	2	499	2	498	1	10
4	dbm	1870	6	2	78	442	58	422	0
4	dbm	1870	6	2	257	272	228	243	2
4	dbm	1870	6	2	314	185	315	186	3
4	dbm	1870	6	2	436	83	417	64	5
4	dbm	1870	6	2	462	38	462	38	6
4	dbm	1870	6	2	478	15	485	22	8
4	dbm	1870	6	2	497	5	495	3	10
12	dbm	1890	7	2	173	349	151	327	0
12	dbm	1890	7	2	330	197	303	170	2
12	dbm	1890	7	2	382	144	356	118	3
12	dbm	1890	7	2	433	73	427	67	5
12	dbm	1890	7	2	462	37	463	38	6
12	dbm	1890	7	2	493	11	489	7	8
12	dbm	1890	7	2	499	3	497	1	10
6	dbm	1830	8	2	331	172	328	169	0
6	dbm	1830	8	2	440	69	431	60	2
6	dbm	1830	8	2	470	41	459	30	3
6	dbm	1830	8	2	491	20	480	9	5
6	dbm	1830	8	2	493	13	487	7	6
6	dbm	1830	8	2	494	10	490	6	8
6	dbm	1830	8	2	498	7	493	2	10
10	dbm	1490	9	2	422	66	434	78	0
10	dbm	1490	9	2	497	12	488	3	2
10	dbm	1490	9	2	498	10	490	2	3
10	dbm	1490	9	2	500	4	496	0	5
10	dbm	1490	9	2	500	3	497	0	6
10	dbm	1490	9	2	500	1	499	0	8
10	dbm	1490	9	2	500	1	499	0	10
15	dbm	1170	10	2	337	164	336	163	0
15	dbm	1170	10	2	462	41	459	38	2
15	dbm	1170	10	2	477	23	477	23	3
15	dbm	1170	10	2	491	12	488	9	5
15	dbm	1170	10	2	495	5	495	5	6
15	dbm	1170	10	2	498	0	500	2	8
15	dbm	1170	10	2	500	0	500	0	10
5	dbm	1630	11	2	183	326	174	317	0
5	dbm	1630	11	2	292	212	288	208	2
5	dbm	1630	11	2	341	160	340	159	3
5	dbm	1630	11	2	425	91	409	75	5
5	dbm	1630	11	2	448	55	445	52	6
5	dbm	1630	11	2	486	13	487	14	8
5	dbm	1630	11	2	495	0	500	5	10
14	dbm	1410	12	2	312	171	329	188	0
14	dbm	1410	12	2	452	41	459	48	2
14	dbm	1410	12	2	465	30	470	35	3
14	dbm	1410	12	2	493	4	496	7	5
14	dbm	1410	12	2	496	3	497	4	6
14	dbm	1410	12	2	499	1	499	1	8
14	dbm	1410	12	2	500	0	500	0	10
15	dbm	1270	13	2	180	343	157	320	0
15	dbm	1270	13	2	313	207	293	187	2
15	dbm	1270	13	2	368	152	348	132	3
15	dbm	1270	13	2	434	75	425	66	5
15	dbm	1270	13	2	460	52	448	40	6
15	dbm	1270	13	2	484	16	484	16	8
15	dbm	1270	13	2	497	1	499	3	10
1	dbm	1610	14	2	238	264	236	262	0
1	dbm	1610	14	2	383	118	382	117	2
1	dbm	1610	14	2	428	82	418	72	3
1	dbm	1610	14	2	445	69	431	55	5
1	dbm	1610	14	2	459	47	453	41	6
1	dbm	1610	14	2	498	3	497	2	8
1	dbm	1610	14	2	500	0	500	0	10
5	dbm	1210	15	2	452	37	463	48	0
5	dbm	1210	15	2	480	17	483	20	2
5	dbm	1210	15	2	490	6	494	10	3
5	dbm	1210	15	2	498	2	498	2	5
5	dbm	1210	15	2	499	0	500	1	6
5	dbm	1210	15	2	500	0	500	0	8
5	dbm	1210	15	2	500	0	500	0	10
8	dbm	1990	16	2	58	454	46	442	0
8	dbm	1990	16	2	287	226	274	213	2
8	dbm	1990	16	2	362	150	350	138	3
8	dbm	1990	16	2	439	64	436	61	5
8	dbm	1990	16	2	462	46	454	38	6
8	dbm	1990	16	2	484	12	488	16	8
8	dbm	1990	16	2	497	2	498	3	10
11	dbm	1470	17	2	379	124	376	121	0
11	dbm	1470	17	2	448	40	460	52	2
11	dbm	1470	17	2	456	31	469	44	3
11	dbm	1470	17	2	464	24	476	36	5
11	dbm	1470	17	2	488	8	492	12	6
11	dbm	1470	17	2	498	1	499	2	8
11	dbm	1470	17	2	499	0	500	1	10
6	dbm	1110	18	2	210	305	195	290	0
6	dbm	1110	18	2	415	87	413	85	2
6	dbm	1110	18	2	442	49	451	58	3
6	dbm	1110	18	2	486	10	490	14	5
6	dbm	1110	18	2	491	5	495	9	6
6	dbm	1110	18	2	496	4	496	4	8
6	dbm	1110	18	2	497	4	496	3	10
3	dbm	1770	19	2	457	43	457	43	0
3	dbm	1770	19	2	495	5	495	5	2
3	dbm	1770	19	2	499	2	498	1	3
3	dbm	1770	19	2	499	2	498	1	5
3	dbm	1770	19	2	499	0	500	1	6
3	dbm	1770	19	2	500	0	500	0	8
3	dbm	1770	19	2	500	0	500	0	10
9	dbm	1730	20	2	225	264	236	275	0
9	dbm	1730	20	2	413	83	417	87	2
9	dbm	1730	20	2	497	1	499	3	3
9	dbm	1730	20	2	498	1	499	2	5
9	dbm	1730	20	2	499	1	499	1	6
9	dbm	1730	20	2	499	1	499	1	8
9	dbm	1730	20	2	500	1	499	0	10
10	dbm	1610	21	2	355	139	361	145	0
10	dbm	1610	21	2	477	23	477	23	2
10	dbm	1610	21	2	492	10	490	8	3
10	dbm	1610	21	2	495	2	498	5	5
10	dbm	1610	21	2	495	2	498	5	6
10	dbm	1610	21	2	499	0	500	1	8
10	dbm	1610	21	2	499	0	500	1	10
12	dbm	950	22	2	303	167	333	197	0
12	dbm	950	22	2	399	93	407	101	2
12	dbm	950	22	2	477	24	476	23	3
12	dbm	950	22	2	499	1	499	1	5
12	dbm	950	22	2	499	1	499	1	6
12	dbm	950	22	2	499	1	499	1	8
12	dbm	950	22	2	499	1	499	1	10
12	dbm	1790	23	2	418	93	407	82	0
12	dbm	1790	23	2	472	31	469	28	2
12	dbm	1790	23	2	484	24	476	16	3
12	dbm	1790	23	2	488	15	485	12	5
12	dbm	1790	23	2	493	11	489	7	6
12	dbm	1790	23	2	499	1	499	1	8
12	dbm	1790	23	2	500	1	499	0	10
4	dbm	1030	24	2	370	117	383	130	0
4	dbm	1030	24	2	422	52	448	78	2
4	dbm	1030	24	2	432	46	454	68	3
4	dbm	1030	24	2	475	24	476	25	5
4	dbm	1030	24	2	493	15	485	7	6
4	dbm	1030	24	2	500	3	497	0	8
4	dbm	1030	24	2	500	0	500	0	10
8	dbm	1130	25	2	21	493	7	479	0
8	dbm	1130	25	2	137	414	86	363	2
8	dbm	1130	25	2	208	357	143	292	3
8	dbm	1130	25	2	303	245	255	197	5
8	dbm	1130	25	2	354	187	313	146	6
8	dbm	1130	25	2	443	64	436	57	8
8	dbm	1130	25	2	492	23	477	8	10
7	dbm	1650	26	2	241	282	218	259	0
7	dbm	1650	26	2	406	112	388	94	2
7	dbm	1650	26	2	445	71	429	55	3
7	dbm	1650	26	2	470	34	466	30	5
7	dbm	1650	26	2	481	28	472	19	6
7	dbm	1650	26	2	490	11	489	10	8
7	dbm	1650	26	2	497	3	497	3	10
12	dbm	1950	27	2	180	326	174	320	0
12	dbm	1950	27	2	331	181	319	169	2
12	dbm	1950	27	2	374	129	371	126	3
12	dbm	1950	27	2	428	63	437	72	5
12	dbm	1950	27	2	458	48	452	42	6
12	dbm	1950	27	2	493	11	489	7	8
12	dbm	1950	27	2	500	0	500	0	10
6	dbm	1790	28	2	401	96	404	99	0
6	dbm	1790	28	2	486	14	486	14	2
6	dbm	1790	28	2	488	14	486	12	3
6	dbm	1790	28	2	488	14	486	12	5
6	dbm	1790	28	2	493	11	489	7	6
6	dbm	1790	28	2	496	8	492	4	8
6	dbm	1790	28	2	496	8	492	4	10
7	dbm	1710	29	2	268	240	260	232	0
7	dbm	1710	29	2	414	97	403	86	2
7	dbm	1710	29	2	428	70	430	72	3
7	dbm	1710	29	2	488	27	473	12	5
7	dbm	1710	29	2	491	16	484	9	6
7	dbm	1710	29	2	498	6	494	2	8
7	dbm	1710	29	2	500	0	500	0	10
12	dbm	1070	30	2	277	254	246	223	0
12	dbm	1070	30	2	385	132	368	115	2
12	dbm	1070	30	2	437	78	422	63	3
12	dbm	1070	30	2	473	39	461	27	5
12	dbm	1070	30	2	486	25	475	14	6
12	dbm	1070	30	2	491	10	490	9	8
12	dbm	1070	30	2	500	3	497	0	10
7	dbm	1830	1	5	284	226	274	216	0
7	dbm	1830	1	5	448	83	417	52	2
7	dbm	1830	1	5	457	74	426	43	3
7	dbm	1830	1	5	484	31	469	16	5
7	dbm	1830	1	5	495	15	485	5	6
7	dbm	1830	1	5	499	5	495	1	8
7	dbm	1830	1	5	499	3	497	1	10
7	dbm	1790	2	5	366	160	340	134	0
7	dbm	1790	2	5	441	70	430	59	2
7	dbm	1790	2	5	450	61	439	50	3
7	dbm	1790	2	5	463	42	458	37	5
7	dbm	1790	2	5	488	17	483	12	6
7	dbm	1790	2	5	495	3	497	5	8
7	dbm	1790	2	5	499	2	498	1	10
15	dbm	1310	3	5	238	267	233	262	0
15	dbm	1310	3	5	414	94	406	86	2
