seed	datasetindex	modeltype	nsites	oddsdeltatrain	oddsdelta
2	8	dbm	20	1.1740231224561413	3.6128292328606615
3	8	dbm	20	0.7115952054609219	3.5548646201528165
4	8	dbm	20	1.067797502471138	2.944276979981594
5	8	dbm	20	1.1833358040842412	3.818860569022101
6	8	dbm	20	1.2760928625269463	3.424667265195347
7	8	dbm	20	0.9113614252460615	3.336131879631609
8	8	dbm	20	1.1245513644868246	3.2048825032222763
9	8	dbm	20	1.1383985362442215	3.525920078212132
10	8	dbm	20	0.7872860377171538	3.6609980322736417
11	8	dbm	20	1.3165029006089704	3.3242077829724694
12	8	dbm	20	1.0401411188450818	3.330867466864305
13	8	dbm	20	0.8505493781237199	3.555101194751133
14	8	dbm	20	1.1650595363728768	3.5208085993645843
15	8	dbm	20	1.1920191903655701	3.1777713079752403
1	9	dbm	20	2.5982755359405694	20.528424442407978
2	9	dbm	20	2.8076962194914814	20.471940927217105
3	9	dbm	20	1.6103666224558673	18.725290037123518
4	9	dbm	20	1.6053493479580254	18.988058063607948
5	9	dbm	20	2.5392984982543787	19.281060281780718
6	9	dbm	20	1.5295403448611575	18.69888532185912
7	9	dbm	20	1.7603802835513325	21.608210386465554
8	9	dbm	20	1.4684320480216473	18.772113049908715
9	9	dbm	20	1.9297463543050388	21.691873721622468
10	9	dbm	20	2.3647016964516663	20.990657417900383
11	9	dbm	20	2.8296842252080054	19.735501822406903
12	9	dbm	20	2.7965619220130304	18.91611186624125
13	9	dbm	20	1.3209812904890346	18.633764378744775
14	9	dbm	20	2.2454707015588045	19.83244278531044
15	9	dbm	20	1.6713067137705448	19.32037169304041
1	10	dbm	20	0.4980625001478237	3.1204458820180876
2	10	dbm	20	0.8387296226704438	4.547718927102587
3	10	dbm	20	0.5959295431885981	3.5645176136356937
4	10	dbm	20	0.6218874713478425	4.319462811467727
5	10	dbm	20	0.45636905458581495	4.944167997223464
6	10	dbm	20	0.7555938691992301	4.03938269246954
7	10	dbm	20	0.75760147355788	4.363021291913187
8	10	dbm	20	0.44353951563050903	4.008760006720316
9	10	dbm	20	0.8578488902318284	4.258518434747703
10	10	dbm	20	0.651619406381206	4.429368126716699
11	10	dbm	20	1.133595630510144	4.2886258288717585
12	10	dbm	20	0.8835862168081717	5.105596072750491
13	10	dbm	20	0.8933988439816867	4.22111710602586
14	10	dbm	20	1.0344816643937749	4.268522832434368
15	10	dbm	20	1.320499568223627	4.390647918094084
1	1	dbm	1	6.780846313754369	6.60828856484578
2	1	dbm	1	3.272325891726368	3.6877837824155386
3	1	dbm	1	5.035988378021888	4.949625850565337
4	1	dbm	1	4.669470117879598	4.973193117360416
5	1	dbm	1	4.63217086779139	4.866437282760257
6	1	dbm	1	1.7455755332937126	2.156132470271868
7	1	dbm	1	6.080070547869534	6.05337533551911
8	1	dbm	1	6.44788304246579	6.193114020083927
9	1	dbm	1	3.873034088324546	4.129901291404031
10	1	dbm	1	7.290060723641042	7.060411012875063
11	1	dbm	1	3.0621266519110035	3.3186409026699466
12	1	dbm	1	3.3868674745951437	3.440622420075743
13	1	dbm	1	3.0280355018595566	3.2234148042632396
14	1	dbm	1	3.520382582199693	3.719982600004886
15	1	dbm	1	1.9117836465318259	2.2392176651865436
1	2	dbm	1	3.706861741095781	4.014695225413752
2	2	dbm	1	2.006565124229789	2.1835628477833358
3	2	dbm	1	3.808263102694416	4.114606040322951
4	2	dbm	1	8.60165349143856	8.7519119900353
5	2	dbm	1	7.4064169627819805	7.564973317212811
6	2	dbm	1	4.402533000652418	4.568357786406739
7	2	dbm	1	2.086939697159409	2.11138588681203
8	2	dbm	1	3.3855593132323856	3.7975553345480977
9	2	dbm	1	5.020942384077047	5.186929429701228
10	2	dbm	1	4.630860592419334	4.892299703415411
11	2	dbm	1	5.622705035820228	5.808163537913795
12	2	dbm	1	2.8259911992854128	2.8803962222104067
13	2	dbm	1	3.0704598536266423	3.171613767356041
14	2	dbm	1	5.493860442124461	5.690476545343942
15	2	dbm	1	3.1662176017641928	3.5074672083784013
1	3	dbm	1	3.3605903667180805	4.507420193344242
2	3	dbm	1	4.496465877430716	4.552184486801374
3	3	dbm	1	3.896574902637957	5.245216010308997
4	3	dbm	1	5.792273302170297	7.28086151862391
5	3	dbm	1	3.5076869270506292	4.750949679619726
6	3	dbm	1	5.125361596292813	6.507779481006344
7	3	dbm	1	11.770172404980093	13.440824835064955
8	3	dbm	1	4.624607665933801	4.476301900993668
9	3	dbm	1	3.3342189518208687	4.070525972151895
10	3	dbm	1	1.6877114347888718	2.151893658579241
11	3	dbm	1	3.4795718037650185	4.700953498267162
12	3	dbm	1	4.463887080364071	5.9006088573075415
13	3	dbm	1	3.311938443041007	4.490894292599066
14	3	dbm	1	5.747555172490021	7.261077587685452
15	3	dbm	1	3.733056003384269	5.047482811193927
1	4	dbm	1	11.455867866852788	14.561567190664872
2	4	dbm	1	6.142418561783866	8.746073062827548
3	4	dbm	1	5.446783746716824	7.789498899408344
4	4	dbm	1	6.3880666146700475	8.465446346526317
5	4	dbm	1	5.069231514218737	7.166745541152069
6	4	dbm	1	11.38673636374432	14.588725945647143
7	4	dbm	1	2.6641890267497534	4.202824284700787
8	4	dbm	1	5.989557716566258	8.088249164046223
9	4	dbm	1	26.37988257661264	31.444915403379767
10	4	dbm	1	6.562275760634779	8.753225280900484
11	4	dbm	1	3.596389254242632	4.924425965335076
12	4	dbm	1	23.245945729027877	27.86404668292698
13	4	dbm	1	6.138717033370687	8.15909128765331
14	4	dbm	1	4.9393350173416435	7.190446383524215
15	4	dbm	1	12.620283777934935	16.084010598344236
1	5	dbm	1	1.9428648179653671	2.4674537150637446
2	5	dbm	1	2.23582639526605	2.5362154853848904
3	5	dbm	1	1.65017440873803	2.0158852527602957
4	5	dbm	1	3.0010913150573857	3.332005265989111
5	5	dbm	1	2.6214889211322854	3.1011139688036513
6	5	dbm	1	2.8214834687787107	3.2351553387363956
7	5	dbm	1	2.2668802900200102	2.536307948509571
8	5	dbm	1	2.34984891670296	2.7436703901121224
9	5	dbm	1	2.641140955334217	2.9245299958270206
10	5	dbm	1	1.9669301394291157	2.375632452727294
11	5	dbm	1	2.0451187681151786	2.2941819883539916
12	5	dbm	1	2.614930500461045	2.852671220050055
13	5	dbm	1	1.9099928226372795	2.326751141709134
14	5	dbm	1	2.039432216774503	2.2746908931155665
15	5	dbm	1	2.333404898562099	2.4140718917401136
1	6	dbm	1	1.6524916924193156	1.8359197436444847
2	6	dbm	1	1.6364093378622235	1.8333792907146806
3	6	dbm	1	2.6854495423621136	2.7951758198993324
4	6	dbm	1	3.313726710073231	3.4062173633221793
5	6	dbm	1	2.4574232403301464	2.55647859173744
6	6	dbm	1	2.120786076769374	2.2031718082077476
7	6	dbm	1	1.8960266970514168	2.109780252523494
8	6	dbm	1	2.555933329416169	2.70038430944916
9	6	dbm	1	1.785360564703453	2.047127593780137
10	6	dbm	1	2.5097263367210396	2.660186220335802
11	6	dbm	1	3.0328820843101836	3.2305615795224565
12	6	dbm	1	1.5024056882539019	1.6713647306849133
13	6	dbm	1	3.1917181721863455	3.4765152797687997
14	6	dbm	1	2.0046482930224676	2.1465881232981685
15	6	dbm	1	3.6529074775224415	3.7281515706169537
1	7	dbm	1	1.5978274280437454	1.7124557183706202
2	7	dbm	1	0.932148167793803	1.1506564193538078
3	7	dbm	1	1.0974319774630343	1.2162757446334167
4	7	dbm	1	1.2908508979743187	1.3287309669007081
5	7	dbm	1	2.5976895933524573	2.6503033114542043
6	7	dbm	1	2.9623294256075705	3.3347218392028326
7	7	dbm	1	1.707501067198501	1.977084398154633
8	7	dbm	1	0.8735248550621036	1.0477659537822457
9	7	dbm	1	1.9720923417684524	2.0294748474888467
10	7	dbm	1	1.0404489041861522	1.170962726032878
11	7	dbm	1	1.777815576111637	2.0539442904460956
12	7	dbm	1	3.0985809478297446	3.1070690920134334
13	7	dbm	1	1.628547894532624	1.9257710336257088
14	7	dbm	1	1.816420339984474	2.0766972365398164
15	7	dbm	1	2.2931367255807	2.311001035118689
1	8	dbm	1	2.3965276721707918	2.9401026281673555
2	8	dbm	1	2.218982872747572	2.463460262977449
3	8	dbm	1	2.660308216280785	2.935875378091331
4	8	dbm	1	7.436325600604329	8.344636630813788
5	8	dbm	1	4.583097827872224	4.725566966585076
6	8	dbm	1	3.7035324002689567	3.860265861100448
7	8	dbm	1	5.177504132173405	5.66164625898182
8	8	dbm	1	1.3777348300929295	1.7544089256636053
9	8	dbm	1	6.166242398498683	6.446959921041668
10	8	dbm	1	3.2613590842532494	3.716555684132337
11	8	dbm	1	3.8230923142949456	3.9141702719256735
12	8	dbm	1	3.740966912997468	3.9464218344272943
13	8	dbm	1	3.2138298525634332	3.6289867634716733
14	8	dbm	1	2.862454520424882	3.465697600722226
15	8	dbm	1	3.5087560159602007	3.9265850425669706
1	9	dbm	1	1.662915149814653	2.50144893481611
2	9	dbm	1	3.586556745442253	5.1300605437081845
3	9	dbm	1	9.368829971068772	11.706581461941465
4	9	dbm	1	11.203172062305262	13.667660900587673
5	9	dbm	1	3.7313940230246327	5.13081081552865
6	9	dbm	1	1.6064756500789195	2.6142289072300784
7	9	dbm	1	8.635373000203339	10.726641486842132
8	9	dbm	1	11.161348952969306	13.644452657752245
9	9	dbm	1	6.893016383734928	8.012936076921024
10	9	dbm	1	8.742400676479829	10.24899001189107
11	9	dbm	1	3.5252515166677854	4.795215464583115
12	9	dbm	1	1.556563002210428	2.4862770287007336
13	9	dbm	1	6.973137345076597	8.992388477272204
14	9	dbm	1	2.4600449968963964	3.786520670713729
15	9	dbm	1	2.597382403473733	4.012578816542277
1	10	dbm	1	2.283496944049053	2.501108509411529
2	10	dbm	1	0.9776847370077761	1.6227284262609336
3	10	dbm	1	2.41564549532086	2.038428497307682
4	10	dbm	1	3.9138901544434943	4.8384536824760165
5	10	dbm	1	7.548897264571754	6.787678370175947
6	10	dbm	1	1.0139327514012624	1.3628820841453462
7	10	dbm	1	8.12416924125562	9.830770253841708
8	10	dbm	1	9.938344061962363	9.100625297098345
9	10	dbm	1	3.078253412832858	2.984032483873715
10	10	dbm	1	1.4340039026660045	1.6693280293052664
11	10	dbm	1	1.79425445570023	1.9714764612880462
12	10	dbm	1	1.458319332390006	1.7151984588436204
13	10	dbm	1	1.9446131625189005	1.7975970332639823
14	10	dbm	1	2.214924327420476	2.578273273173806
15	10	dbm	1	1.8617024969296596	1.629219145787757
1	1	dbm	2	4.779118100352093	4.454606994557905
2	1	dbm	2	2.2522239779395683	5.944005273160229
3	1	dbm	2	4.750557072796237	6.066268268113117
4	1	dbm	2	3.4009862341168993	8.143223328933576
5	1	dbm	2	6.411715101358815	7.605800523223224
6	1	dbm	2	3.892387645027783	6.628302767102742
7	1	dbm	2	2.4859729293626205	2.550980029236748
8	1	dbm	2	5.2952118980554825	10.709816491690734
9	1	dbm	2	2.3353736895944834	3.654935181162897
10	1	dbm	2	2.2468654453474888	5.56130589380465
11	1	dbm	2	8.458769352787543	7.3506357712991495
12	1	dbm	2	3.9614310643756996	10.81311787115607
13	1	dbm	2	4.8137398358000505	4.017721817018112
14	1	dbm	2	5.938827915489827	11.035996262919758
15	1	dbm	2	5.491921471396415	3.254720102515026
1	2	dbm	2	1.6131636441491342	1.9088604275675676
2	2	dbm	2	3.2485673750175925	4.038688474731177
3	2	dbm	2	2.600356027547019	4.047337413699309
4	2	dbm	2	2.2169434620536825	2.0846568197930875
5	2	dbm	2	5.957023320174684	6.244095857174848
6	2	dbm	2	3.3665672688984842	3.5147365444860457
7	2	dbm	2	3.2662240223249244	5.4458813787433735
8	2	dbm	2	1.8643531771046247	7.29134655010913
9	2	dbm	2	1.4339041936494723	1.3632719361345982
10	2	dbm	2	1.843217180363023	4.984629568268508
11	2	dbm	2	2.1149176872665447	2.557864581273519
12	2	dbm	2	3.612297320750231	9.683947368652133
13	2	dbm	2	6.099807602521321	7.704277458734642
14	2	dbm	2	2.982146737703517	4.679480789623517
15	2	dbm	2	4.855811773303324	6.278081818638093
1	3	dbm	2	1.5979803148649612	4.762083150283194
2	3	dbm	2	3.7836883945483395	6.849108755960364
3	3	dbm	2	6.00808073281991	6.283533512233459
4	3	dbm	2	3.6253080701082245	4.742289325038451
5	3	dbm	2	4.634388071418665	8.098971928506222
6	3	dbm	2	2.969803970247309	4.6295100151335955
7	3	dbm	2	2.9311640265361665	4.340186277222352
8	3	dbm	2	5.186502217615213	8.302214245683551
9	3	dbm	2	4.639323639399314	7.6136771513204655
10	3	dbm	2	6.142805924272213	11.194255559772703
11	3	dbm	2	3.6092327303295	6.7132013682236344
12	3	dbm	2	4.282054330556321	7.342427561069934
13	3	dbm	2	3.109045894577773	7.0942774016812455
14	3	dbm	2	4.380842391651642	7.333327194186285
15	3	dbm	2	3.739927625261404	5.759621852666971
1	4	dbm	2	4.426676091038445	23.102989514915123
2	4	dbm	2	5.258461872141428	8.966291249684847
3	4	dbm	2	4.625221305992308	8.375931773789594
4	4	dbm	2	4.801622197006795	19.414294845088474
5	4	dbm	2	4.636947856129807	8.026710893531737
6	4	dbm	2	7.024997897972192	32.479936263260704
7	4	dbm	2	5.020394745314608	31.422857021895652
8	4	dbm	2	8.914611444484942	19.16685804478979
9	4	dbm	2	11.58123145624403	18.438672635262005
10	4	dbm	2	4.73949361664581	8.050904702220675
11	4	dbm	2	6.452596540675582	26.07421264867457
12	4	dbm	2	5.622991629048168	12.996215999806354
13	4	dbm	2	3.5492683789439363	9.175558044441939
14	4	dbm	2	5.4590945346513635	15.917896805354252
15	4	dbm	2	5.219036971492784	13.569423101281563
1	5	dbm	2	1.3249693343003432	2.0323084226961057
2	5	dbm	2	1.7629989914966602	2.3168620508174134
3	5	dbm	2	1.4982958534510107	1.6614839012368494
4	5	dbm	2	1.7944700484987717	2.3158223464227836
5	5	dbm	2	2.2271680807400043	2.3546292772492143
6	5	dbm	2	1.6014182501893195	1.8822606157830768
7	5	dbm	2	2.6378806913751314	3.5652593976903133
8	5	dbm	2	1.3820943984521472	1.856332886614655
9	5	dbm	2	1.6323056885193357	1.9080143900228421
10	5	dbm	2	2.1642779309303126	2.20996797767713
11	5	dbm	2	1.4011996844154355	1.881985994141313
12	5	dbm	2	2.210323742476146	2.3823221237964134
13	5	dbm	2	2.212395803351246	1.971910531068561
14	5	dbm	2	2.5162977936867743	2.6538775482536328
15	5	dbm	2	1.7894074482885702	2.27217065548267
1	6	dbm	2	3.904441980646472	4.802115622967826
2	6	dbm	2	2.4265498473859473	3.2931687507559486
3	6	dbm	2	2.889984499180766	3.540442850020978
4	6	dbm	2	2.228403717588309	2.2597512940749085
5	6	dbm	2	3.1258985385212563	3.3002052726898286
6	6	dbm	2	2.7918239641453724	3.046321107820754
7	6	dbm	2	3.0157002783256357	2.7541182506298307
8	6	dbm	2	2.6586346444952937	3.609884016831569
9	6	dbm	2	2.1450334419249804	2.726034879713193
10	6	dbm	2	2.499658009038571	3.326596073439135
11	6	dbm	2	2.2057266534100526	2.2880042004978938
12	6	dbm	2	1.051410210831725	1.4748260317964166
13	6	dbm	2	3.642137373479203	4.3030010752554855
14	6	dbm	2	2.3719367872349952	2.785963481239327
15	6	dbm	2	3.0194556207208865	3.653648384477794
1	7	dbm	2	0.9643463423826921	1.0248179610351473
2	7	dbm	2	1.2587924310183427	1.7174812048664523
3	7	dbm	2	1.130668004851541	1.687859562418417
4	7	dbm	2	1.2642329326964157	1.4348045130944935
5	7	dbm	2	1.4765146430890606	1.7678147055907556
6	7	dbm	2	1.8256396107666186	1.2837675617393705
7	7	dbm	2	1.2755617187342976	1.2411043283991468
8	7	dbm	2	1.101801920233865	0.986977741127252
9	7	dbm	2	1.4521851495047524	1.7787860122897914
10	7	dbm	2	1.3279295091736663	1.8081939730225294
11	7	dbm	2	1.8551539885154955	1.34073202378186
12	7	dbm	2	1.5642235127098716	1.298104685434344
13	7	dbm	2	1.479115040943322	1.3415016269917068
14	7	dbm	2	1.2981406240951234	1.6055066381777312
15	7	dbm	2	1.4922527156625103	1.2774025442626062
1	8	dbm	2	2.1327716325960107	2.803063299187491
2	8	dbm	2	6.132171268528678	5.9884520991203765
3	8	dbm	2	3.327522902652854	4.027848795775176
4	8	dbm	2	1.8881350827124959	1.7232301811367554
5	8	dbm	2	3.6025093018462715	3.168255390236805
6	8	dbm	2	2.3918220642903845	2.6871804822194614
7	8	dbm	2	5.0033900419725335	4.205687523484146
8	8	dbm	2	1.9223734267986257	2.8552675071212916
9	8	dbm	2	2.6012547981057303	2.860025830530678
10	8	dbm	2	2.285675247537115	2.9845776776992055
11	8	dbm	2	3.1464484853397923	4.043586882961491
12	8	dbm	2	2.42141097811899	3.2904197145102922
13	8	dbm	2	3.831794945085921	4.054386199153088
14	8	dbm	2	2.0297460787851147	1.721114388297815
15	8	dbm	2	1.895528210241587	3.324621008539236
1	9	dbm	2	4.860901637393623	19.235685217619782
2	9	dbm	2	5.961835518372026	10.330650978544362
3	9	dbm	2	4.931797517703009	7.328145746631039
4	9	dbm	2	3.7315859371867437	5.614951948680916
5	9	dbm	2	7.317576810500357	13.076287537340168
6	9	dbm	2	2.602584336452571	8.546509564897907
7	9	dbm	2	6.278820129292904	11.187251552444149
8	9	dbm	2	4.079699216675565	13.594171952355696
9	9	dbm	2	3.582316082788381	5.853329485191924
10	9	dbm	2	9.818224538680035	17.61564898482866
11	9	dbm	2	7.239103393297583	13.216253950875867
12	9	dbm	2	3.2349030804800396	8.034732933883038
13	9	dbm	2	1.6977762950642583	3.341344406343602
14	9	dbm	2	3.0167023355866722	7.481983365807147
15	9	dbm	2	3.4653953468070178	6.871785062624226
1	10	dbm	2	1.673971130488017	1.6494236341741035
2	10	dbm	2	1.155373311271407	1.5058232172322357
3	10	dbm	2	1.7995120127707898	2.2870195475268025
4	10	dbm	2	1.6934219985770014	2.1100862006820242
5	10	dbm	2	3.18276654164517	4.116259933940763
6	10	dbm	2	1.2960073785309938	2.4949711733866624
7	10	dbm	2	1.0401239381813105	1.8052490428870456
8	10	dbm	2	1.383578080819549	1.4386716673794497
9	10	dbm	2	1.8847470662020591	2.2371009257897705
10	10	dbm	2	1.4867725841571457	3.6859649216307124
11	10	dbm	2	1.5257060169133905	1.4511783931942803
12	10	dbm	2	1.8071230973002324	1.5948871540658685
13	10	dbm	2	1.0923732024699457	1.428485409410482
14	10	dbm	2	1.4061861816307843	1.9564859151753649
15	10	dbm	2	1.4730516868831045	1.6753025446277818
1	1	dbm	5	1.9466853645773856	5.818645874968561
2	1	dbm	5	2.013676571149328	6.230865562274314
3	1	dbm	5	2.969406126296092	7.801235369602335
4	1	dbm	5	3.05970873432786	7.576293631749184
5	1	dbm	5	2.539517710028941	7.320920718953188
6	1	dbm	5	4.362199367328261	7.598983544779685
7	1	dbm	5	3.326754445930587	4.661433571237098
8	1	dbm	5	2.8214242843086264	5.879767846562337
9	1	dbm	5	3.566720177468514	5.022870208100796
10	1	dbm	5	3.1122776628048636	5.561432076925036
11	1	dbm	5	4.6826454016779895	6.028237894438897
12	1	dbm	5	5.3127069910424085	9.760614357911633
13	1	dbm	5	5.054890932446186	9.27156167457298
14	1	dbm	5	4.322763162984316	5.492301129464193
15	1	dbm	5	3.5072611727085516	8.83859878907126
1	2	dbm	5	1.306192186940498	3.16957599574642
2	2	dbm	5	2.286177731324201	6.367250367818921
3	2	dbm	5	2.9220279490817656	7.1422512906508855
4	2	dbm	5	2.2142962166886484	6.174399789983487
5	2	dbm	5	1.712210948070404	4.092212860551362
6	2	dbm	5	2.243975649083863	4.6120495589737835
7	2	dbm	5	2.168003603924661	6.170022457941819
8	2	dbm	5	2.1546282900801033	5.342498899349139
9	2	dbm	5	2.197810371425161	5.0054531770799455
10	2	dbm	5	2.8143906939447025	7.005062036497828
11	2	dbm	5	1.983728842965456	4.210754647958569
12	2	dbm	5	2.5192958651098585	8.184555305026581
13	2	dbm	5	2.378209897536686	4.073871270943633
14	2	dbm	5	2.29462091945217	9.25662674955386
15	2	dbm	5	2.60226737303536	5.77443826456894
1	3	dbm	5	3.061971114981294	6.769985778856031
2	3	dbm	5	4.524574286856786	9.061741709821769
3	3	dbm	5	2.751639060303226	8.918712724548872
4	3	dbm	5	3.447104313848492	3.9029969326673237
5	3	dbm	5	4.2679677312084	9.37254367746515
6	3	dbm	5	3.3170797207843004	7.480858891232833
7	3	dbm	5	2.975813319116912	5.756945369518771
8	3	dbm	5	3.950444199797287	7.480957026221019
9	3	dbm	5	3.679865697108949	8.176112695978501
10	3	dbm	5	2.994663264884091	7.986147786798638
11	3	dbm	5	3.21431470061402	9.694812197652272
12	3	dbm	5	3.872087384922969	6.809272132691208
13	3	dbm	5	2.7622589334724474	6.4129247874310416
14	3	dbm	5	3.843259091637821	7.119110282297802
15	3	dbm	5	3.078627167609263	6.956374733853001
1	4	dbm	5	4.347321823359912	21.229847633117334
2	4	dbm	5	4.274224552091885	26.60185308262352
3	4	dbm	5	7.321721090490237	34.4941166913623
4	4	dbm	5	3.5953748331223934	26.50773107156177
5	4	dbm	5	3.4253308560622586	25.47476883106021
6	4	dbm	5	4.7793705594977025	20.85141719939588
7	4	dbm	5	4.0150173615937055	27.758285966819642
8	4	dbm	5	3.7904579122874047	23.36070111036323
9	4	dbm	5	4.147115309621342	26.294211977187334
10	4	dbm	5	4.335062799939667	25.437027839465554
11	4	dbm	5	4.303626178136952	28.983871137342508
12	4	dbm	5	4.410988541245046	24.157289209993742
13	4	dbm	5	6.92623230789002	26.4969697434745
14	4	dbm	5	4.634521873995296	28.418807963997363
15	4	dbm	5	3.9048080471914823	19.096617837550557
1	5	dbm	5	1.4659782740824767	2.3489188976504964
2	5	dbm	5	1.593476337739309	2.2705607982829585
3	5	dbm	5	0.8904211267567269	1.4938927465987453
4	5	dbm	5	1.1745733314487816	1.9146395284175257
5	5	dbm	5	1.597882495648004	1.930662440330063
6	5	dbm	5	1.3175068836721089	2.1725491285055796
7	5	dbm	5	1.3159758670451642	2.3498576382595124
8	5	dbm	5	1.3475856678262024	2.102430664440844
9	5	dbm	5	1.919379875681505	2.5268099591239026
10	5	dbm	5	1.3782744232701278	1.7507427754063258
11	5	dbm	5	1.752284432955248	2.2888257510349512
12	5	dbm	5	2.8850192519332136	2.492916306763697
13	5	dbm	5	1.3310905994112734	2.015473364516006
14	5	dbm	5	1.3691041150868815	1.9942689841999974
15	5	dbm	5	1.4619444520083515	2.0491806056038397
1	6	dbm	5	1.4443535575462394	2.457525355133516
2	6	dbm	5	0.9376452672173633	1.9404667259698898
3	6	dbm	5	1.032624665346626	2.2472966729849873
4	6	dbm	5	1.2107653259977345	2.8863517463435535
5	6	dbm	5	1.455469246077873	2.326993222885303
6	6	dbm	5	2.141225290173077	3.47703613999444
7	6	dbm	5	2.22498726546442	3.860471036656662
8	6	dbm	5	2.1226093276071087	4.022907740994673
9	6	dbm	5	1.9235755702263133	3.4374781168429953
10	6	dbm	5	1.5413964400132696	2.652418421313058
11	6	dbm	5	1.6810776518384398	2.3132849699421123
12	6	dbm	5	2.3285977624694834	3.4394171122420136
13	6	dbm	5	2.0243350906077593	3.6589502367547406
14	6	dbm	5	1.6160295580389499	2.901630884248654
15	6	dbm	5	1.9160931310775782	2.577613445108693
1	7	dbm	5	1.002003541336472	1.5292090620134005
2	7	dbm	5	1.203204302685148	1.5752476994827709
3	7	dbm	5	1.10928557947204	1.3483715878739713
4	7	dbm	5	0.9776866078444002	1.2057207009918913
5	7	dbm	5	0.8412852495813855	1.2402023208633746
6	7	dbm	5	0.943111320222085	1.2672322755911707
7	7	dbm	5	1.163595444261922	1.3420757778489592
8	7	dbm	5	1.0715856897765352	1.3634778140639108
9	7	dbm	5	1.2290099419739524	1.5723993045509281
10	7	dbm	5	1.0729967278967447	1.2610150159752473
11	7	dbm	5	0.9673854561306463	1.5232058170073925
12	7	dbm	5	1.0102675385539854	1.293466667608629
13	7	dbm	5	1.0776142337928445	1.2860067007073763
14	7	dbm	5	0.9587937389588402	1.6238117485930614
15	7	dbm	5	0.7538327860737091	1.3473190617975925
1	8	dbm	5	1.6682912238351844	3.6572073654029293
2	8	dbm	5	2.6236618240707195	3.8879485800772353
3	8	dbm	5	2.112909681446702	3.0372841541814055
4	8	dbm	5	1.7602155709037062	2.9628847270487326
5	8	dbm	5	2.163140345331356	2.635407382428521
6	8	dbm	5	1.7990175149178855	3.5387248800891786
7	8	dbm	5	1.6971067386391456	2.767984693537902
8	8	dbm	5	1.0101537261187552	2.1157298172029564
9	8	dbm	5	2.5039051048441956	2.888537315810205
10	8	dbm	5	2.608204424520069	3.793478477987529
11	8	dbm	5	1.1592627369899644	3.052883142634832
12	8	dbm	5	2.2996445578513653	2.721745326663883
13	8	dbm	5	2.263008801372196	3.378790369765613
14	8	dbm	5	1.8876091294163626	2.866256316909875
15	8	dbm	5	2.0877639716232412	2.24966629202418
1	9	dbm	5	3.87175316418476	15.12236745040954
2	9	dbm	5	4.381003073822553	11.713555514090594
3	9	dbm	5	2.758228002652231	14.275838917100025
4	9	dbm	5	2.5460341714991963	13.002034421070286
5	9	dbm	5	3.805902137839292	11.608349900397542
6	9	dbm	5	2.8613415686535992	11.380251617265827
7	9	dbm	5	5.37246896690161	14.838058827515948
8	9	dbm	5	1.1951475857801857	9.25024933159711
9	9	dbm	5	4.668464637800666	11.606317761011475
10	9	dbm	5	4.651359954470067	11.497121412341187
11	9	dbm	5	5.48034579541349	12.456538565797569
12	9	dbm	5	3.600101848599725	9.487442924570534
13	9	dbm	5	4.567622350104878	14.001757855610025
14	9	dbm	5	2.8220281917626986	10.416053129783517
15	9	dbm	5	2.3263123593862933	9.679642598124333
1	10	dbm	5	0.6867164959008956	2.645496987507764
2	10	dbm	5	0.6250733798413901	2.1073422661977617
3	10	dbm	5	0.6435364752345505	2.44056475811169
4	10	dbm	5	0.8370414489913189	2.576898633564653
5	10	dbm	5	1.4564232403664832	2.149693499910643
6	10	dbm	5	0.9186303496322822	2.5252465555648493
7	10	dbm	5	0.8149826680701914	2.270309319224797
8	10	dbm	5	1.3085704253484964	2.30717815313122
9	10	dbm	5	0.9129601181084116	1.7013208619791196
10	10	dbm	5	0.8594522361513415	3.3885767343843747
11	10	dbm	5	0.8201655998760571	2.3496639315370045
12	10	dbm	5	1.0827777757320904	2.705109589088663
13	10	dbm	5	0.8554382104255277	2.392162970609264
14	10	dbm	5	1.0687712270724723	2.412607994924019
15	10	dbm	5	0.8565313270257296	2.4367455141511507
1	1	dbm	20	2.591439504989301	9.975345413582286
2	1	dbm	20	3.430515784196171	10.924666966145843
3	1	dbm	20	3.186761577860609	10.713671957416391
4	1	dbm	20	2.1144040854249764	9.282570487694173
5	1	dbm	20	2.1410503617416143	9.312878592192618
6	1	dbm	20	2.4515409685256633	9.473600600170924
7	1	dbm	20	2.9096309923435113	10.247682312563246
8	1	dbm	20	2.326736751508987	9.720598561667739
9	1	dbm	20	1.0721884271946962	7.423691317133518
10	1	dbm	20	1.6146831689816608	9.201682936034171
11	1	dbm	20	1.4094622019125396	8.568510002134639
12	1	dbm	20	2.030066771660828	9.196754246258553
13	1	dbm	20	1.343974180888813	9.647152642594891
14	1	dbm	20	1.854401756100715	10.487847060755998
15	1	dbm	20	1.2964076996336917	9.173167701439834
1	2	dbm	20	2.785928376715037	12.782081144663566
2	2	dbm	20	3.489119881412878	13.147585709232423
3	2	dbm	20	3.165934147581504	13.197198507188784
4	2	dbm	20	2.376513340151738	14.626738765424616
5	2	dbm	20	2.811743983184956	12.023612755061874
6	2	dbm	20	2.5628589775973576	13.292201114811492
7	2	dbm	20	2.8608611196392544	13.100519153222297
8	2	dbm	20	3.2468873468779864	15.97305820958827
9	2	dbm	20	2.9188267069689746	10.771463427148685
10	2	dbm	20	3.0452830961590194	11.865931252960662
