seed	datasetindex	modeltype	nsites	oddsdeltatrain	oddsdelta
7	1	dbm	5	1.9955226864958422	3.625416950038776
8	1	dbm	5	3.0334404781362196	5.789030809304934
9	1	dbm	5	2.7817711371140637	4.462178224833942
10	1	dbm	5	1.7256325213874173	5.614790486712246
11	1	dbm	5	1.8443746589934549	3.055962544999065
12	1	dbm	5	3.0499320554746308	4.75153797314279
13	1	dbm	5	2.594586854178762	3.7298492055173287
14	1	dbm	5	2.314659855235292	5.491044950901852
15	1	dbm	5	1.7646144540516997	4.356068702894211
1	2	dbm	5	1.238873439570703	2.396469181526054
2	2	dbm	5	1.8096976252815486	3.8927209492892136
3	2	dbm	5	1.8047222739270394	4.220251198046826
4	2	dbm	5	2.4515826492792594	4.363329484758249
5	2	dbm	5	1.941028424437653	2.3666400911400594
6	2	dbm	5	2.218962258136431	6.429101994483242
7	2	dbm	5	1.8850067989460855	3.387837836683169
8	2	dbm	5	2.176695333768247	3.25942098822397
9	2	dbm	5	1.5793727994103464	7.086184874010825
10	2	dbm	5	1.3935143140480986	2.997957699208489
11	2	dbm	5	1.1963647743602024	4.1094731598167575
12	2	dbm	5	1.5684585058781886	3.788159474018826
13	2	dbm	5	2.4931449826202567	6.6163080811467445
14	2	dbm	5	1.6857685293311824	5.944315172079489
15	2	dbm	5	2.0420852012453996	5.649983325183949
1	3	dbm	5	2.3157748198360877	5.665996913459914
2	3	dbm	5	1.4280999882472043	4.433613893559058
3	3	dbm	5	1.584670493404762	4.672129459824895
4	3	dbm	5	1.3782694676160014	4.173511899048145
5	3	dbm	5	1.1168954876391195	3.5764646729443337
6	3	dbm	5	2.37232617711377	6.443678466333614
7	3	dbm	5	1.8796718652613715	5.731881153903748
8	3	dbm	5	2.6267734378663428	5.6284294306409155
9	3	dbm	5	2.4624758528051585	4.187552424394299
10	3	dbm	5	2.1583768103352248	5.806971660207096
11	3	dbm	5	1.4036817073295438	2.528407924509164
12	3	dbm	5	2.574392816425108	6.542840800596245
13	3	dbm	5	2.0894489689844242	6.804253157734804
14	3	dbm	5	2.0096736114253417	4.887488293891406
15	3	dbm	5	1.7642720352309411	5.255585609263327
1	4	dbm	5	3.514451179705598	24.821150667352637
2	4	dbm	5	3.891760530437815	20.64790772151171
3	4	dbm	5	3.7861539465165706	12.023455095898376
4	4	dbm	5	3.874150705395147	19.146282985466865
5	4	dbm	5	2.357996327115001	11.991320501016121
6	4	dbm	5	2.495019987343577	13.247203389427826
7	4	dbm	5	3.5335699318609244	20.792603056187335
8	4	dbm	5	2.36027068365023	8.951200851276855
9	4	dbm	5	3.575593884306415	27.238111418496892
10	4	dbm	5	4.13068283720259	18.267898090046103
11	4	dbm	5	2.7196116945668494	24.781821392913262
12	4	dbm	5	1.7701608350157199	13.768784626155059
13	4	dbm	5	3.0428593261751185	21.950443211746123
14	4	dbm	5	2.7377916835215097	10.066192456248817
15	4	dbm	5	3.733521715756638	15.443171325664819
1	5	dbm	5	1.316240038616969	1.6505341660588744
2	5	dbm	5	1.4871232870709006	1.9960938007517586
3	5	dbm	5	1.657802155337543	1.9941441098714772
4	5	dbm	5	1.6577848797836778	1.7352981355423351
5	5	dbm	5	1.132553333371052	1.692919314613418
6	5	dbm	5	1.2252838824902916	1.9678949300339172
7	5	dbm	5	1.3389868146272312	1.4394708103089477
8	5	dbm	5	1.6021212375987253	1.5782555328106096
9	5	dbm	5	0.7962690246897147	1.2937903493664529
10	5	dbm	5	1.6269792311133935	2.0529912315287095
11	5	dbm	5	1.8918965126644776	1.6170391754140798
12	5	dbm	5	1.7047815303798932	2.038375568222322
13	5	dbm	5	1.6078109782021688	2.0144008708672443
14	5	dbm	5	1.7548443571633197	1.3012430549772462
15	5	dbm	5	0.9598771596740345	1.4400717432760928
1	6	dbm	5	1.775665321546909	1.1176903928612199
2	6	dbm	5	1.9019254055822974	2.3674749614257924
3	6	dbm	5	1.385466728677243	1.7547607272813042
4	6	dbm	5	1.4940386235695584	1.719195793358593
5	6	dbm	5	1.3633238051423733	2.3797821646387383
6	6	dbm	5	2.623577026879036	2.726564357425147
7	6	dbm	5	1.6364070586466595	2.1069645632056972
8	6	dbm	5	1.6759133294701714	3.0123070606933284
9	6	dbm	5	1.376421111829071	2.3302538636984753
10	6	dbm	5	1.3708117349246178	2.421775405401766
11	6	dbm	5	1.1267487865107817	1.8114231943789356
12	6	dbm	5	1.1573494651671452	1.8926459749971025
13	6	dbm	5	0.8125571462734755	1.6697742575251544
14	6	dbm	5	1.8427068624150695	1.947191878680058
15	6	dbm	5	1.071146903970354	2.072257972474308
1	7	dbm	5	0.9800673304176133	1.0996402593070511
2	7	dbm	5	0.7495338156339043	1.183571730631916
3	7	dbm	5	1.4714582432106773	0.9649294760784013
4	7	dbm	5	0.8504903045774539	1.270622751057435
5	7	dbm	5	1.1224536976028845	0.854876383251986
6	7	dbm	5	1.1408218194003974	1.1327330695049593
7	7	dbm	5	0.9221343268629892	1.0369126311756216
8	7	dbm	5	1.2397802886781362	1.1915710271439572
9	7	dbm	5	0.6707184600036183	0.8545158347887213
10	7	dbm	5	0.980226535168034	1.2011196513885118
11	7	dbm	5	0.9450440748876059	1.1998260040028266
12	7	dbm	5	0.8092368748392417	1.0626613137004177
13	7	dbm	5	1.5054519376433833	1.6616013967499086
14	7	dbm	5	0.8833428017131353	1.3642118619095451
15	7	dbm	5	1.1138301263198498	0.9655404833894825
1	8	dbm	5	2.1157878577124136	2.994118437948804
2	8	dbm	5	2.1678744591582135	2.568516177134512
3	8	dbm	5	2.2497887972671893	2.2803290443647257
4	8	dbm	5	1.0162964374209484	1.7920327840638044
5	8	dbm	5	2.9174373080518805	3.271355562330717
6	8	dbm	5	2.2833224874378253	2.676336472420809
7	8	dbm	5	2.20414695212429	2.104280194867413
8	8	dbm	5	2.151063043330604	3.1319971920454917
9	8	dbm	5	4.2479013443257365	3.1708729232490316
10	8	dbm	5	1.9350999638831348	2.5535993393787044
11	8	dbm	5	2.342229201432314	2.1262841830187487
12	8	dbm	5	0.9485019262763528	2.302796811171039
13	8	dbm	5	0.8690858402612665	1.625341465839414
14	8	dbm	5	1.3947267406043307	1.8316721984353865
15	8	dbm	5	1.7330617097300554	1.920441047923899
1	9	dbm	5	3.435125008019853	8.697671032088486
2	9	dbm	5	2.2633119837606706	11.472009027035172
3	9	dbm	5	2.535862621605168	6.2165717862733425
4	9	dbm	5	2.757945060004931	7.936215275204774
5	9	dbm	5	2.047369734072701	6.193595809114782
6	9	dbm	5	2.9636695754590474	7.648376441617744
7	9	dbm	5	1.449719039612236	3.985855853464188
8	9	dbm	5	2.505719135198994	11.057060053986453
9	9	dbm	5	3.1840048815286814	6.772118502677651
10	9	dbm	5	1.622393781355962	9.490880114627409
11	9	dbm	5	1.600105564885674	10.140527364514675
12	9	dbm	5	2.796391663385232	8.826914554881444
13	9	dbm	5	2.8743189896957393	15.207350973693671
14	9	dbm	5	0.690752001411002	4.922221938860841
15	9	dbm	5	1.76911332156457	5.494399029291987
1	10	dbm	5	0.9607921271482235	1.4354021958080867
2	10	dbm	5	1.3821854760676247	2.3950153720075127
3	10	dbm	5	1.1721728985333053	1.9951540005913029
4	10	dbm	5	1.6748735070195246	1.8072524996598254
5	10	dbm	5	0.8756174993454903	2.026019569766571
6	10	dbm	5	0.5035007102033348	1.050009952160122
7	10	dbm	5	0.9699574983116162	1.9268936546639328
8	10	dbm	5	0.8213423116113663	1.273694231927312
9	10	dbm	5	1.2181179368474497	1.9319022810881021
10	10	dbm	5	0.688435804388608	2.161704581551297
11	10	dbm	5	1.3464081107449124	1.7248982862380817
12	10	dbm	5	1.4613152440729478	1.3160894292023892
13	10	dbm	5	0.9635249237981257	1.7567494072020344
14	10	dbm	5	1.2170940123134377	1.2901931798974742
15	10	dbm	5	0.6139532153705752	1.4524014993981464
1	1	dbm	20	1.3420072668715255	8.025803193915289
2	1	dbm	20	1.6091923079000494	6.595243094511438
3	1	dbm	20	2.0324318917320614	8.831845057415286
4	1	dbm	20	1.5602855091647791	6.554733395696031
5	1	dbm	20	1.7326537087766147	8.576016162429752
6	1	dbm	20	1.4572688831503964	7.4454858806408115
7	1	dbm	20	1.640659589037166	6.013301911705235
8	1	dbm	20	1.0000889178801826	5.541176251286689
9	1	dbm	20	1.6733899018439533	6.924649109213155
10	1	dbm	20	0.9901130898783617	6.726355366269186
11	1	dbm	20	1.5461731933589928	6.93389270636751
12	1	dbm	20	1.5761663020608314	5.330289711461968
13	1	dbm	20	1.782392847741914	8.981954361047409
14	1	dbm	20	1.0541851770257047	6.707039240089318
15	1	dbm	20	1.774552483287826	7.80258333815402
1	2	dbm	20	0.8158513348784557	7.744608732995063
2	2	dbm	20	1.3216238077383566	8.406696098960314
3	2	dbm	20	0.856550422346829	8.580649597544
4	2	dbm	20	1.4387361224610504	9.182852767388308
5	2	dbm	20	1.171672025967077	9.508563382709806
6	2	dbm	20	1.2180675561668184	6.819435932585162
7	2	dbm	20	0.9352066838581126	5.599014381462602
8	2	dbm	20	0.9692485904034253	9.552808285921701
9	2	dbm	20	0.9585552387648749	8.240677324998087
10	2	dbm	20	0.7413560609755067	7.611560498156511
11	2	dbm	20	1.0783383977180796	6.834306115841512
12	2	dbm	20	0.9729430619987012	8.340202185008314
13	2	dbm	20	1.1545743106047224	8.018613091288755
14	2	dbm	20	0.8914264652182233	7.190742924463813
15	2	dbm	20	0.8043403046062219	5.895234018065187
1	3	dbm	20	1.4763793962810738	8.346939040159949
2	3	dbm	20	2.0062676507451593	8.237786855356301
3	3	dbm	20	1.435598161308098	7.384543242450771
4	3	dbm	20	1.4940561696832126	7.7149789965778375
5	3	dbm	20	1.3451095436506577	8.27617076795133
6	3	dbm	20	1.5065855001607351	8.353501675748747
7	3	dbm	20	1.231670505029867	7.609890774565825
8	3	dbm	20	1.9560893494575289	8.909163404117503
9	3	dbm	20	1.7281817619283764	7.6659612682153675
10	3	dbm	20	1.5880353563120184	7.781393943155021
11	3	dbm	20	1.1528588018053947	5.680186663168552
12	3	dbm	20	1.1019941460980975	6.45033211682857
13	3	dbm	20	1.550213976624391	7.839179819734303
14	3	dbm	20	1.3334024417197947	7.15932827388096
15	3	dbm	20	1.4091300555331696	6.138143807635122
1	4	dbm	20	1.211558546217176	30.534437985689127
2	4	dbm	20	1.9703185026091865	23.878748280438224
3	4	dbm	20	1.288064590856163	24.88627515885494
4	4	dbm	20	1.4843261909004584	29.386934795597213
5	4	dbm	20	1.8335441214792216	35.68254505208144
6	4	dbm	20	1.2042086383182826	27.449391267101966
7	4	dbm	20	1.495407575809188	24.987868648950467
8	4	dbm	20	2.200651898965779	30.794501208011013
9	4	dbm	20	1.9019171140494457	29.69533612258308
10	4	dbm	20	2.0222671187352073	28.16034965890881
11	4	dbm	20	1.4061761909788053	25.07430708905891
12	4	dbm	20	1.7259013492664832	23.800283881705692
13	4	dbm	20	2.1686193696424665	33.123578593611526
14	4	dbm	20	1.3348330713830912	29.498326346233302
15	4	dbm	20	1.5504704074338684	29.57757636811791
1	5	dbm	20	0.7120715801543622	1.8747876330790547
2	5	dbm	20	0.9529801905708262	1.7772798172691204
3	5	dbm	20	0.8934725574088399	1.5519324691040575
4	5	dbm	20	0.9506527868244784	2.183788795723575
5	5	dbm	20	1.2902401974880526	2.089186446989963
6	5	dbm	20	0.9022182195579801	2.113118183681037
7	5	dbm	20	0.9334922479585268	1.9553842531627372
8	5	dbm	20	1.3179346949869215	2.2955025354992973
9	5	dbm	20	1.0192696649037418	2.0780803868220112
10	5	dbm	20	1.0244061858489448	2.016434096943396
11	5	dbm	20	0.9015083363663352	1.7337269768777617
12	5	dbm	20	0.7340608072292862	1.8070922763019608
13	5	dbm	20	0.8255003827135412	2.1974549653902167
14	5	dbm	20	0.5809124082757465	1.7392463083762952
15	5	dbm	20	0.6792514438562522	1.7467081003864244
1	6	dbm	20	1.3168625237626796	3.109181387957175
2	6	dbm	20	0.9660941949721787	2.6704868124541887
3	6	dbm	20	1.2741253639797427	3.006902109606076
4	6	dbm	20	1.0553001707003296	2.340592198102437
5	6	dbm	20	1.3660746921811278	2.9482884685234114
6	6	dbm	20	1.2296077804466554	2.5233681297775394
7	6	dbm	20	1.185519406517689	2.8602325175824608
8	6	dbm	20	1.0051892868627594	2.8620785122828654
9	6	dbm	20	1.2983429919737124	2.63925447788292
10	6	dbm	20	1.3703110349811134	2.8153733219371255
11	6	dbm	20	0.7516905286727804	2.1107033126725274
12	6	dbm	20	0.9785604378106382	2.798371952131435
13	6	dbm	20	1.420248264446677	2.4445380971761743
14	6	dbm	20	1.2324976153718532	2.8890343767943385
15	6	dbm	20	0.9876439765793817	2.5955413295876304
1	7	dbm	20	0.7910354217946116	1.2734104380108253
2	7	dbm	20	1.0521203292920684	1.3762311327478671
3	7	dbm	20	0.7870112818886219	1.2744905603312144
4	7	dbm	20	0.624907127016584	1.0594740726021745
5	7	dbm	20	0.7550243371667127	1.338268428317504
6	7	dbm	20	0.7900999296054919	1.3424917372679335
7	7	dbm	20	0.7788424046036503	1.2046556154928327
8	7	dbm	20	0.7905577943599087	1.1852070890823512
9	7	dbm	20	0.7307144579462949	1.4108531307784713
10	7	dbm	20	0.8390576901788638	1.1470143160787818
11	7	dbm	20	0.9006571798404808	1.189509346232546
12	7	dbm	20	0.9968325963184252	1.260810239975579
13	7	dbm	20	0.807738965656157	1.4189262792353239
14	7	dbm	20	0.7650921884452845	1.1194183932993973
15	7	dbm	20	0.9184058944858154	1.118754602973776
1	8	dbm	20	0.8534792758895555	2.4348297437067004
2	8	dbm	20	0.8667668931902571	2.1325269558744084
3	8	dbm	20	0.6132697200544062	2.4092861087355155
4	8	dbm	20	0.5933304221195025	1.986179100875057
5	8	dbm	20	0.68582626468012	2.496830272346772
6	8	dbm	20	0.5609258636857822	2.546814881412412
7	8	dbm	20	1.2198542410939444	2.097669424874959
8	8	dbm	20	0.7472588057951619	2.707233151339681
9	8	dbm	20	0.8153622125010205	2.3540746378516126
10	8	dbm	20	0.9789291197680062	2.4675487981111406
11	8	dbm	20	0.6445543081229475	1.9802151944900757
12	8	dbm	20	1.011846701067809	1.8064539122258254
13	8	dbm	20	0.576546884561054	1.8058808476408281
14	8	dbm	20	0.5545364413946292	1.9942750960089015
15	8	dbm	20	0.529866190433436	2.2907758589108056
1	9	dbm	20	1.9894532597819035	16.702031658625895
2	9	dbm	20	1.5499268626543183	15.609766656405398
3	9	dbm	20	1.5920359369036279	17.501277318450743
4	9	dbm	20	0.9250698779317842	14.587851548683014
5	9	dbm	20	1.3330419338186852	14.246462720958123
6	9	dbm	20	0.8642293640626109	15.175982312706008
7	9	dbm	20	1.2924589112632408	13.663714321526275
8	9	dbm	20	1.129356253859026	15.49284315432868
9	9	dbm	20	1.1528201545997085	13.109571858636686
10	9	dbm	20	1.1009399857816418	15.815237848775363
11	9	dbm	20	1.2319823632050064	13.995135025909883
12	9	dbm	20	1.4695360167466713	14.540150770280478
13	9	dbm	20	1.6965293678775037	15.475160451615869
14	9	dbm	20	1.0222460605942465	12.33486327263909
15	9	dbm	20	1.3735944621637328	15.719380891957641
1	10	dbm	20	0.3959287760339244	2.54871165695069
2	10	dbm	20	0.5058278654309137	2.4117560964086455
3	10	dbm	20	0.8503259233267351	2.1595779707569838
4	10	dbm	20	0.4662077986207838	2.1829612059714356
5	10	dbm	20	0.5124129777724843	2.1180459638900073
6	10	dbm	20	0.6841816597916487	2.022620114243833
7	10	dbm	20	0.45201661031407464	2.5134249420273593
8	10	dbm	20	0.5577032934993272	2.2687603166236645
9	10	dbm	20	0.42336278905657154	2.591269691082784
10	10	dbm	20	0.3685371703848644	2.3566733251119056
11	10	dbm	20	0.5779654044342974	2.262999595559629
12	10	dbm	20	0.4818245862241846	2.076379110798357
13	10	dbm	20	0.5212466332409568	2.4181834502961737
14	10	dbm	20	0.5595517247438258	2.269668811316483
15	10	dbm	20	0.9120584514513319	1.9890267953147984
1	1	dbm	1	1.883824360005899	1.9977837880193439
2	1	dbm	1	1.939405848194986	2.190271656707034
3	1	dbm	1	5.45828110154429	5.65012896182491
4	1	dbm	1	5.445775374724961	5.216553412936859
5	1	dbm	1	5.788053115915863	5.691312304281182
6	1	dbm	1	5.154740207814221	4.899916514322481
7	1	dbm	1	6.640907658973559	6.384432219756939
8	1	dbm	1	4.963574606963887	5.138680306012331
9	1	dbm	1	2.3436300103735435	2.836041189893338
10	1	dbm	1	1.7450712450984927	1.9085630176402675
11	1	dbm	1	2.7723396331705326	3.09206477566593
12	1	dbm	1	4.4981692197029775	4.5428617342862285
13	1	dbm	1	3.4401740744463227	3.7696169608953127
14	1	dbm	1	4.233828452561749	4.251163238040839
15	1	dbm	1	1.483337852011329	2.0693932719507067
1	2	dbm	1	2.35332811961613	2.484514011360515
2	2	dbm	1	7.585304211717327	7.8696150390735
3	2	dbm	1	4.780523858446758	4.898842671093705
4	2	dbm	1	3.7273980710570105	3.9324224897444306
5	2	dbm	1	7.848930960827721	8.053921549630592
6	2	dbm	1	3.2622796005633847	3.340940798930122
7	2	dbm	1	4.868294370328613	5.183460373811248
8	2	dbm	1	2.564580304140751	2.715258250017508
9	2	dbm	1	1.869034217078281	1.9345527319707916
10	2	dbm	1	3.2578097000209425	3.3945153392424188
11	2	dbm	1	3.4840987029134287	3.8287628197016894
12	2	dbm	1	3.7307418058417685	4.015717419459452
13	2	dbm	1	21.680531579389697	21.70583466263882
14	2	dbm	1	3.586763328825462	3.967481104900735
15	2	dbm	1	3.0293332600485368	3.217258451888581
1	3	dbm	1	4.05614230004397	4.827682192180857
2	3	dbm	1	5.043122236046116	6.206658654406818
3	3	dbm	1	3.259309089765369	3.943320723063755
4	3	dbm	1	5.806477085081893	5.47985686753985
5	3	dbm	1	3.3558845674786695	4.544860975933401
6	3	dbm	1	1.7324234104839558	2.1818651714947843
7	3	dbm	1	1.5306329927500948	2.1675945447464433
8	3	dbm	1	4.5349754981548	5.419206723377381
9	3	dbm	1	2.604113080547016	3.341590369540037
10	3	dbm	1	4.170114584026777	5.188211607412671
11	3	dbm	1	4.9439747504859755	6.157552158334605
12	3	dbm	1	5.197258184076944	6.223784236805146
13	3	dbm	1	3.306991631323035	4.328239175085657
14	3	dbm	1	1.946072068600194	2.4475046675276735
15	3	dbm	1	5.928134262386073	6.884129967598646
1	4	dbm	1	0.9613785147493887	1.746630388200147
2	4	dbm	1	4.291095560748532	6.265751690289053
3	4	dbm	1	6.990335627349039	8.95418494343934
4	4	dbm	1	17.225487515336752	21.19772363927009
5	4	dbm	1	2.4175846571545563	3.7997234574160212
6	4	dbm	1	12.452973511127514	15.97146873390291
7	4	dbm	1	6.525511748149392	8.525853326933545
8	4	dbm	1	1.2897264877053716	1.3237432240420774
9	4	dbm	1	6.888699865125946	8.855337588173395
10	4	dbm	1	8.545945614665111	11.198615280344663
11	4	dbm	1	3.12963082385358	4.622652085095553
12	4	dbm	1	6.66915893651496	8.941062364225637
13	4	dbm	1	2.76850706972276	4.102480840113413
14	4	dbm	1	2.918623859939762	4.166688240179648
15	4	dbm	1	18.645369303029938	22.78988877616514
1	5	dbm	1	1.4316879909060098	1.5913531616546979
2	5	dbm	1	2.162901290116271	2.3745066347381165
3	5	dbm	1	4.033406422803691	4.282727659504086
4	5	dbm	1	1.368873584719843	1.3458988510870942
5	5	dbm	1	6.541726820960524	6.641580480117938
6	5	dbm	1	1.9109828779817155	2.222897853830821
7	5	dbm	1	2.9223502355951694	3.181995586482911
8	5	dbm	1	1.6422679925864183	1.8623556837324773
9	5	dbm	1	1.3769190704053302	1.5044669625642852
10	5	dbm	1	1.6939930467232944	1.806977498850588
11	5	dbm	1	2.0275571625950866	2.2896832239845266
12	5	dbm	1	1.9117596520656912	1.9837277255284513
13	5	dbm	1	1.6515598026011875	1.8846353942921164
14	5	dbm	1	3.416341264732615	3.4276371328794943
15	5	dbm	1	2.6102155942003935	3.0365313157901492
1	6	dbm	1	3.0578995995274196	3.064529698772383
2	6	dbm	1	3.345356323810503	3.321316277490341
3	6	dbm	1	1.962289012763837	2.021472003157307
4	6	dbm	1	2.2608596426111265	2.3924515095426653
5	6	dbm	1	1.4985089680753136	1.5468813985286374
6	6	dbm	1	2.502069470534567	2.583785058584147
7	6	dbm	1	2.5437657162030587	2.6756881304910385
8	6	dbm	1	1.9753967407406796	2.152592792859712
9	6	dbm	1	2.7610611263792952	2.8472054237663955
10	6	dbm	1	1.735615299490681	1.8726638513489582
11	6	dbm	1	1.3542813400378697	1.4962487563277214
12	6	dbm	1	1.1165680782344864	1.2549020825792618
13	6	dbm	1	4.761268982413058	4.935595859716585
14	6	dbm	1	1.5997367703655312	1.7434951721736474
15	6	dbm	1	4.620944518402104	4.843395303150063
1	7	dbm	1	2.259397968232884	2.220887502541867
2	7	dbm	1	2.75635986256181	3.148052485174815
3	7	dbm	1	3.7423821422093306	3.687201022417746
4	7	dbm	1	2.1921008534903152	2.3533940544395735
5	7	dbm	1	1.3919051335415622	1.5835804617396316
6	7	dbm	1	1.1818246549355031	1.4955833653803248
7	7	dbm	1	2.9253186714045323	3.0390547825134737
8	7	dbm	1	1.7753753694579602	1.9295428337782017
9	7	dbm	1	2.221907568217706	2.32080039563908
10	7	dbm	1	1.2238599959468512	1.3916162544071726
11	7	dbm	1	2.5045397933949296	2.707562357053017
12	7	dbm	1	2.3945450202563734	2.585097700456054
13	7	dbm	1	1.6938229958189392	1.8754669520556635
14	7	dbm	1	1.9436783374655842	2.3359426021910314
15	7	dbm	1	2.5158081668098817	2.6464381658932417
1	8	dbm	1	5.419416698032917	5.72374845444508
2	8	dbm	1	4.985431740505494	5.510857056259751
3	8	dbm	1	2.862571148725272	2.9836479100807587
4	8	dbm	1	5.199589116267345	5.156690116322358
5	8	dbm	1	1.9757551230424466	2.015956856009527
6	8	dbm	1	1.9145986499565935	2.050385592053513
7	8	dbm	1	3.5359352362515084	4.00136390929052
8	8	dbm	1	4.907117647427728	4.90982619654219
9	8	dbm	1	3.7633299335401187	3.741644446981074
10	8	dbm	1	2.615159744316178	3.1206928531174176
11	8	dbm	1	2.1015533590171405	2.3499798527040596
12	8	dbm	1	2.82716083306977	3.005325683771859
13	8	dbm	1	4.118020559239401	4.0346614036712385
14	8	dbm	1	1.8089694976129254	2.0550569110742734
15	8	dbm	1	2.5385996635208845	2.7583548868818673
1	9	dbm	1	2.8347085289675227	3.8308232271816407
2	9	dbm	1	7.074329145871158	8.189454123443328
3	9	dbm	1	2.4619812223841535	3.3328409314632044
4	9	dbm	1	4.791396250205567	6.128934714291172
5	9	dbm	1	3.0194189887495897	4.392303693867157
6	9	dbm	1	3.3133908398938985	4.171605950459464
7	9	dbm	1	9.88609651509273	11.48434904165806
8	9	dbm	1	7.0721965976738925	8.180338824394278
9	9	dbm	1	2.993134091750466	4.316240409741825
10	9	dbm	1	2.9686662527864205	3.8528851113526055
11	9	dbm	1	3.318314161371179	4.2404589879155585
12	9	dbm	1	4.215452479945876	5.338281272641172
13	9	dbm	1	6.975940197028083	8.365452735260758
14	9	dbm	1	2.663765517424742	3.4571815339045484
15	9	dbm	1	4.293100534490319	5.596967097720918
1	10	dbm	1	2.7263464429783917	2.6481695831548326
2	10	dbm	1	15.25686353611461	13.970510333613932
3	10	dbm	1	3.25046963602667	2.7862906673499888
4	10	dbm	1	2.478819504504211	3.0822538432310442
5	10	dbm	1	1.5180525544918753	1.7764097786411777
6	10	dbm	1	3.586127889361463	4.705228235776066
7	10	dbm	1	3.093258155030725	2.9780933492526573
8	10	dbm	1	1.4562887282483097	1.4876146625198847
9	10	dbm	1	2.966224104882921	3.4466303328316505
10	10	dbm	1	6.717596091940373	6.019623418422093
11	10	dbm	1	2.788756367155832	2.6080727002098105
12	10	dbm	1	3.9551256991399604	3.5852465722752322
13	10	dbm	1	4.871667916741864	4.485566188218121
14	10	dbm	1	4.657566973612523	4.014239818585553
15	10	dbm	1	6.789967732056949	5.725642651058153
1	1	dbm	2	1.6963043047807662	2.787618146594282
2	1	dbm	2	4.112034935384324	3.8899455646807417
3	1	dbm	2	1.7831474820977928	2.5920581184539686
4	1	dbm	2	2.658530242428458	4.850492743842933
5	1	dbm	2	2.0535699312118805	4.091850316385319
6	1	dbm	2	1.80230178774454	3.220111307408946
7	1	dbm	2	4.099664892366097	5.416252099116614
8	1	dbm	2	4.110100282687705	5.130405303287618
9	1	dbm	2	4.509861800769209	5.158994404063864
10	1	dbm	2	1.6412805179174088	3.181989968837364
11	1	dbm	2	1.7705355186836433	2.665341628733011
12	1	dbm	2	2.0411661042267855	1.663155233294973
13	1	dbm	2	8.26460911933171	7.4263871886173645
14	1	dbm	2	5.306942903606896	5.4100988628644355
15	1	dbm	2	1.721457325391453	2.293117255768648
1	2	dbm	2	2.9576689010940074	3.8965074492970984
2	2	dbm	2	3.5787760158521276	3.5657247765221145
3	2	dbm	2	3.482293029070956	4.94304012203983
4	2	dbm	2	3.5039235090506415	5.747222838619561
5	2	dbm	2	1.5980944243650876	2.800644431687159
6	2	dbm	2	3.2967447957085207	3.00422939802088
7	2	dbm	2	3.142735572640297	4.4535387339286805
8	2	dbm	2	2.1075569435371717	3.217280366187849
9	2	dbm	2	7.170927995192033	7.880341190625948
10	2	dbm	2	2.3696100360874155	2.61885393247355
11	2	dbm	2	2.2262514026477276	5.149941932442383
12	2	dbm	2	5.133874424466533	4.927098563170713
13	2	dbm	2	3.8375432798606535	3.7079255659671655
14	2	dbm	2	3.1344052570030914	3.7174804660500245
15	2	dbm	2	3.3706741061127294	3.6738559123690466
1	3	dbm	2	4.383204071717565	6.995611358294437
2	3	dbm	2	4.797600325718366	2.0746347012090443
3	3	dbm	2	3.3348152723570057	2.787880231154147
4	3	dbm	2	2.872525140028636	4.84792504378054
5	3	dbm	2	1.8573392205273433	3.708127081680925
6	3	dbm	2	1.6694906840595125	2.133190923168423
7	3	dbm	2	1.8645302035182922	6.9887171149260805
8	3	dbm	2	2.0673283395721844	5.919425508523857
9	3	dbm	2	4.909006133811426	6.229205580014685
10	3	dbm	2	1.7507603644316587	2.0512309009274943
11	3	dbm	2	2.444028842224946	4.303809596562713
12	3	dbm	2	1.3605052187722655	4.5416362193048965
13	3	dbm	2	2.5162519671502848	4.317838399536223
14	3	dbm	2	5.679670008857183	8.542854166060689
15	3	dbm	2	2.689706747290631	5.036667941634892
1	4	dbm	2	8.396225695810667	30.322089020161417
2	4	dbm	2	5.300120705562901	8.638996181223316
3	4	dbm	2	1.8309301886571292	26.97674032684004
4	4	dbm	2	1.787981200445681	3.795357247339705
5	4	dbm	2	2.864808355094201	4.768512477320259
6	4	dbm	2	4.675814513984693	8.301632926295163
7	4	dbm	2	4.727479228347502	12.198428416090541
8	4	dbm	2	6.1350005492089075	28.79146723512614
9	4	dbm	2	2.3947162091158978	5.395041071482032
10	4	dbm	2	6.327757570337565	24.719319439760344
11	4	dbm	2	3.969037481401828	6.147265408538005
12	4	dbm	2	2.604377506039953	14.545942052885183
13	4	dbm	2	4.472964146290246	8.437301956838064
14	4	dbm	2	5.861609144115332	32.56806926859998
15	4	dbm	2	5.822562161417961	18.30958046747983
1	5	dbm	2	1.6490301204651034	1.4310613825703173
2	5	dbm	2	1.0931902059531524	1.5009930576109958
3	5	dbm	2	1.2938604144342758	1.2000512401791985
4	5	dbm	2	1.5083642557234294	2.0120011772408084
5	5	dbm	2	1.242960272129277	1.3646439732921036
6	5	dbm	2	1.0598258270964247	1.4333534210892742
7	5	dbm	2	1.489470220022099	1.9048282202281455
8	5	dbm	2	1.574531866550786	2.1029085334564552
9	5	dbm	2	0.9759873709217182	1.5429557090618422
10	5	dbm	2	1.5955901797274976	1.2026428660568007
11	5	dbm	2	1.4329268149510064	2.245129571278575
12	5	dbm	2	1.9378711454427369	2.547545667529107
